Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
HollyFrontier,8.084,17.72,1.094,11.062,1011,Energy,Oil & Gas Operations,North America,United States,2019
DSV,15.451,12.513,0.633,5.946,1012,Industrials,Trucking,Europe,Denmark,2019
Intuitive Surgical,60.918,3.724,1.128,7.847,1013,Health Care,Medical Equipment & Supplies,North America,United States,2019
Legrand,19.271,7.075,0.91,11.782,1014,Industrials,Electrical Equipment,Europe,France,2019
Inner Mongolia Baotou Steel,12.51,10.205,0.452,21.501,1015,Materials,Iron & Steel,Asia,China,2019
En+ Group Plc Sponsored GDR RegS,4.571,12.378,0.967,21.282,1016,,,Europe,United Kingdom,2019
Sany Heavy Industry,16.37,8.387,0.924,10.928,1017,Industrials,Heavy Equipment,Asia,China,2019
BDO Unibank,11.157,3.389,0.621,57.487,1018,Financials,Regional Banks,Asia,Philippines,2019
China Gas Holdings,16.43,7.767,0.884,11.951,1019,Utilities,Natural Gas Utilities,Asia,Hong Kong,2019
Aeroports de Paris,19.95,5.283,0.72,18.367,1020,Industrials,Other Transportation,Europe,France,2019
Diamondback Energy,17.635,2.178,0.846,21.596,1021,Energy,Oil & Gas Operations,North America,United States,2019
Asr Nederland,6.327,6.893,0.726,66.783,1022,Financials,Diversified Insurance,Europe,Netherlands,2019
NEC,8.728,26.329,0.325,25.164,1023,Information Technology,Electronics,Asia,Japan,2019
Db Insurance,3.836,13.141,0.484,45.083,1024,Financials,Property & Casualty Insurance,Asia,South Korea,2019
JM Smucker,13.729,7.717,0.626,16.928,1025,Consumer Staples,Food Processing,North America,United States,2019
Schaeffler,6.345,16.801,1.039,14.613,1026,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,2019
Zimmer Biomet,24.55,7.933,-0.379,24.127,1027,Health Care,Medical Equipment & Supplies,North America,United States,2019
China Jinmao,7.966,5.938,0.797,39.565,1028,Financials,Consumer Financial Services,Asia,Hong Kong,2019
Hengli Petrochemical,13.391,9.029,0.502,18.242,1028,Industrials,Other Industrial Equipment,Asia,China,2019
ALFA,5.467,19.048,0.683,18.779,1030,Industrials,Conglomerates,North America,Mexico,2019
Shanghai Construction,5.193,25.408,0.42,31.449,1031,Industrials,Construction Services,Asia,China,2019
Qatar Islamic Bank,10.921,1.376,0.717,42.667,1032,Financials,Regional Banks,Asia,Qatar,2019
CJ Cheiljedang,4.481,16.965,0.795,17.474,1033,Consumer Staples,Food Processing,Asia,South Korea,2019
Turkish Airlines,3.407,12.959,0.834,20.503,1034,Industrials,Airline,Europe,Turkey,2019
Thomson Reuters,30.061,5.502,0.533,17.047,1035,Consumer Discretionary,Printing & Publishing,North America,Canada,2019
Investor AB,36.079,4.652,-0.259,46.972,1036,Financials,Investment Services,Europe,Sweden,2019
Adecco,9.692,28.163,0.544,11.109,1037,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,2019
Rockwell Automation,22.704,6.72,0.852,5.935,1038,Industrials,Other Industrial Equipment,North America,United States,2019
Moody's,35.696,4.443,1.31,9.526,1039,Consumer Discretionary,Business & Personal Services,North America,United States,2019
Datang International Power,8.23,13.915,0.197,41.935,1040,Utilities,Electric Utilities,Asia,China,2019
Accor,11.952,4.259,2.634,14.766,1041,Consumer Discretionary,Hotels & Motels,Europe,France,2019
IndusInd Bank,15.336,3.416,0.559,34.022,1042,Financials,Regional Banks,Asia,India,2019
Intact Financial,11.562,8.037,0.545,20.206,1043,Financials,Property & Casualty Insurance,North America,Canada,2019
J Sainsbury,6.537,38.9,0.362,29.395,1044,Consumer Staples,Food Retail,Europe,United Kingdom,2019
Thai Beverage,15.28,7.944,0.713,12.806,1044,Consumer Staples,Beverages,Asia,Thailand,2019
Yamaha Motor,7.591,15.149,0.845,13.065,1044,Consumer Discretionary,Recreational Products,Asia,Japan,2019
Cintas,22.345,6.768,0.834,7.434,1047,Consumer Discretionary,Business & Personal Services,North America,United States,2019
Beijing Enterprises,6.805,8.646,0.967,22.287,1048,Utilities,Natural Gas Utilities,Asia,Hong Kong,2019
Gallagher,14.896,6.787,0.634,16.334,1049,Financials,Insurance Brokers,North America,United States,2019
Continental Resources,18.78,4.734,0.988,15.874,1050,Energy,Oil & Gas Operations,North America,United States,2019
Daito Trust Construction,10.187,14.246,0.764,7.456,1051,Industrials,Construction Services,Asia,Japan,2019
China Shipbuilding Industry,23.033,6.483,0.175,30.054,1052,Industrials,Heavy Equipment,Asia,China,2019
Shin Kong Financial,3.433,13.129,0.323,118.697,1053,Financials,Life & Health Insurance,Asia,Taiwan,2019
BBMG,6.217,12.034,0.503,39.075,1054,Materials,Construction Materials,Asia,China,2019
MediaTek,14.964,7.895,0.688,13.106,1054,Information Technology,Semiconductors,Asia,Taiwan,2019
Onex,5.963,25.131,-0.659,45.417,1056,Financials,Investment Services,North America,Canada,2019
Tokyu,9.517,10.434,0.493,21.617,1057,Industrials,Railroads,Asia,Japan,2019
WellCare Health Plans,12.691,20.414,0.44,11.87,1058,Health Care,Managed Health Care,North America,United States,2019
Mitsubishi UFJ Lease,4.567,7.798,0.626,52.042,1059,Financials,Rental & Leasing,Asia,Japan,2019
Celanese,13.448,7.155,1.207,9.313,1060,Materials,Diversified Chemicals,North America,United States,2019
Hesteel,5.59,17.119,0.458,29.98,1060,Materials,Iron & Steel,Asia,China,2019
Interactive Brokers Group,22.793,2.522,0.172,63.526,1060,Financials,Investment Services,North America,United States,2019
Sumitomo Metal Mining,8.874,8.612,0.847,15.962,1060,Materials,Diversified Metals & Mining,Asia,Japan,2019
Japan Exchange Group,8.78,1.133,0.468,501.383,1064,Financials,Investment Services,Asia,Japan,2019
Mohawk Industries,9.543,9.984,0.858,13.099,1064,Consumer Discretionary,Furniture & Fixtures,North America,United States,2019
Sojitz,4.288,16.963,0.596,21.172,1066,Industrials,Trading Companies,Asia,Japan,2019
Investec,6.315,5.962,0.716,73.206,1067,Financials,Investment Services,Europe,United Kingdom,2019
NetApp,19.187,6.195,1.044,8.418,1068,Information Technology,Computer Storage Devices,North America,United States,2019
Yum China Holdings,17.144,8.415,0.708,4.61,1069,Consumer Discretionary,Restaurants,Asia,China,2019
Melrose Industries Plc,12.426,11.474,-0.633,25.133,1070,Financials,Consumer Financial Services,Europe,United Kingdom,2019
Universal Health,11.343,10.772,0.779,11.265,1071,Health Care,Healthcare Services,North America,United States,2019
Gecina,10.843,1.13,1.186,22.53,1072,Financials,Real Estate,Europe,France,2019
Restaurant Brands International,17.093,5.357,0.612,20.141,1072,Consumer Discretionary,Restaurants,North America,Canada,2019
Dexia,0.009,11.049,-0.5587,196.545,1074,Financials,Major Banks,Europe,Belgium,2019
Norwegian Cruise Line Holdings,12.26,6.055,0.955,15.206,1075,Consumer Discretionary,Hotels & Motels,North America,United States,2019
Sika,21.2,7.24,0.698,6.474,1076,Materials,Construction Materials,Europe,Switzerland,2019
Zhejiang Zheneng Electric Power,10.081,8.592,0.66,16.107,1076,Utilities,Electric Utilities,Asia,China,2019
Singapore Airlines,8.599,12.055,0.491,20.184,1078,Industrials,Airline,Asia,Singapore,2019
Technipfmc,11.006,12.556,-1.922,25.004,1079,Energy,Oil Services & Equipment,Europe,United Kingdom,2019
BCI-Banco Credito,9.347,3.642,0.616,59.582,1080,Financials,Major Banks,South America,Chile,2019
SDIC Power Holdings,8.593,6.053,0.66,32.147,1080,Utilities,Electric Utilities,Asia,China,2019
Dassault Aviation,12.121,6.039,0.676,19.494,1082,Industrials,Aerospace & Defense,Europe,France,2019
First Financial Holding,8.542,2.894,0.575,95.494,1083,Financials,Regional Banks,Asia,Taiwan,2019
Barrick Gold,23.192,7.259,-1.575,22.631,1084,Materials,Diversified Metals & Mining,North America,Canada,2019
Shimizu,6.542,14.671,0.766,15.986,1085,Industrials,Construction Services,Asia,Japan,2019
Vistra Energy,12.638,10.059,-0.054,26.024,1086,Utilities,Electric Utilities,North America,United States,2019
Invesco,8.65,5.231,0.856,30.978,1087,Financials,Investment Services,North America,United States,2019
Mosaic,10.443,9.587,0.47,20.119,1088,Materials,Specialized Chemicals,North America,United States,2019
Oi,2.474,6.033,6.726,16.884,1089,Telecommunication Services,Telecommunications services,South America,Brazil,2019
Jiangsu Yanghe Brewery,27.418,3.064,1.236,6.566,1090,Consumer Staples,Beverages,Asia,China,2019
Klepierre,10.65,1.382,0.823,29.216,1091,Financials,Real Estate,Europe,France,2019
SM Investments,21.639,8.538,,18.951,1092,Consumer Discretionary,Department Stores,Asia,Philippines,2019
Harris,19.54,6.442,0.853,9.852,1093,Information Technology,Communications Equipment,North America,United States,2019
Agilent Technologies,24.185,4.987,1.14,8.952,1094,Information Technology,Electronics,North America,United States,2019
Altice Europe,3.405,16.818,-0.393,51.82,1095,Consumer Discretionary,Broadcasting & Cable,Europe,Netherlands,2019
Joint Stock Commercial Bank for Foreign Trade of Vietnam,10.853,3.066,0.562,46.304,1096,Financials,Regional Banks,Asia,Vietnam,2019
Kyushu Electric Power,4.895,18.302,0.36,42.502,1096,Utilities,Electric Utilities,Asia,Japan,2019
Markel,14.07,7.269,-0.133,33.755,1098,Financials,Diversified Insurance,North America,United States,2019
Welltower,29.269,4.702,0.389,30.342,1099,Financials,Real Estate,North America,United States,2019
Twitter,26.416,3.042,1.206,10.167,1100,,,North America,United States,2019
Kerry Group,19.232,7.795,0.638,9.515,1101,Consumer Staples,Food Processing,Europe,Ireland,2019
Angang Steel,6.029,15.103,1.063,13.112,1102,Materials,Iron & Steel,Asia,China,2019
Hoya,25.228,5.073,1.017,6.56,1102,Information Technology,Electronics,Asia,Japan,2019
Illumina,46.868,3.332,0.826,6.959,1104,Health Care,Biotechs,North America,United States,2019
Mondi,10.901,8.824,0.973,9.193,1105,Materials,Paper & Paper Products,Europe,United Kingdom,2019
Steel Dynamics,7.571,11.822,1.258,7.704,1105,Materials,Iron & Steel,North America,United States,2019
Bajaj Finserv,17.362,5.529,0.448,24.867,1107,,,Asia,India,2019
Boston Properties,20.549,2.708,0.583,20.256,1108,Financials,Real Estate,North America,United States,2019
Insurance Australia Group,12.792,5.491,0.651,20.251,1109,Financials,Property & Casualty Insurance,Australia,Australia,2019
American Water Works,18.9,3.44,0.567,22.216,1110,Utilities,Diversified Utilities,North America,United States,2019
Goodyear,4.764,15.475,0.693,16.872,1111,Consumer Discretionary,Auto & Truck Parts,North America,United States,2019
Banco de Sabadell,6.367,7.785,0.387,254.148,1112,Financials,Regional Banks,Europe,Spain,2019
Knorr-Bremse,18.088,7.033,0.743,7.113,1113,,,Europe,Germany,2019
Annaly Capital Management,14.415,1.967,0.054,105.788,1114,Financials,Real Estate,North America,United States,2019
Helvetia Holding,6.22,9.348,0.442,59.16,1115,Financials,Diversified Insurance,Europe,Switzerland,2019
LG Display,6.845,22.114,-0.188,29.733,1116,Information Technology,Electronics,Asia,South Korea,2019
Harbin Bank,2.579,4.82,0.838,89.691,1117,Financials,Major Banks,Asia,China,2019
Alinma Bank,10.569,1.584,0.671,32.344,1118,Financials,Regional Banks,Asia,Saudi Arabia,2019
Grupo Inbursa,10.2,4.05,0.889,25.866,1118,Financials,Regional Banks,North America,Mexico,2019
AGL Energy,10.22,9.485,0.937,10.713,1120,Utilities,Electric Utilities,Australia,Australia,2019
E.Sun Financial,8.427,2.243,0.566,74.431,1121,Financials,Regional Banks,Asia,Taiwan,2019
Paychex,29.323,3.663,1.033,10.363,1122,Consumer Discretionary,Business & Personal Services,North America,United States,2019
AerCap Holdings,7.05,4.747,1.016,43.209,1123,Industrials,Other Transportation,Europe,Ireland,2019
Rongsheng Petrochemical,12.498,13.792,0.243,17.684,1124,Consumer Discretionary,Apparel/Accessories,Asia,China,2019
Bunge,7.233,45.745,0.267,19.425,1125,Consumer Staples,Food Processing,North America,United States,2019
Meiji Holdings,11.265,11.361,0.656,9.343,1126,Consumer Staples,Food Processing,Asia,Japan,2019
Bankinter,7.424,2.616,0.621,87.453,1127,Financials,Regional Banks,Europe,Spain,2019
Westlake Chemical,9.671,8.635,0.99,11.602,1128,Materials,Diversified Chemicals,North America,United States,2019
Grifols,18.481,5.293,0.704,14.263,1129,Health Care,Biotechs,Europe,Spain,2019
KLA-Tencor,20.327,4.302,1.421,5.605,1129,Information Technology,Semiconductors,North America,United States,2019
Monster Beverage,29.982,3.807,0.993,4.653,1131,Consumer Staples,Beverages,North America,United States,2019
Darden Restaurants,14.372,8.415,0.68,5.698,1132,Consumer Discretionary,Restaurants,North America,United States,2019
Ferrovial,17.253,6.768,-0.564,27.986,1133,Industrials,Other Transportation,Europe,Spain,2019
Encana,10.804,5.528,1.086,15.344,1134,Energy,Oil & Gas Operations,North America,Canada,2019
Taiwan Cooperative Financial,8.09,2.637,0.518,114.139,1135,Financials,Regional Banks,Asia,Taiwan,2019
Industries Qatar,20.769,1.59,1.381,10.18,1136,Materials,Specialized Chemicals,Asia,Qatar,2019
Clorox,19.671,6.244,0.79,5.073,1137,Consumer Staples,Household/Personal Care,North America,United States,2019
Lonza Group,21.786,5.663,0.571,14.122,1137,Materials,Specialized Chemicals,Europe,Switzerland,2019
Hankyu Hanshin Holdings,8.761,7.201,0.614,22.299,1139,Industrials,Railroads,Asia,Japan,2019
Ternium,5.263,11.547,1.5,12.546,1140,Materials,Iron & Steel,Europe,Luxembourg,2019
Tohoku Electric Power,5.997,19.683,0.255,38.182,1141,Utilities,Electric Utilities,Asia,Japan,2019
BorgWarner,9.135,10.532,0.931,10.095,1142,Consumer Discretionary,Auto & Truck Parts,North America,United States,2019
Attijariwafa Bank,8.732,4.128,0.608,53.26,1143,Financials,Regional Banks,Africa,Morocco,2019
Ulta Beauty,20.633,6.717,0.659,3.279,1144,Consumer Discretionary,Specialty Stores,North America,United States,2019
CIFI Holdings Group,5.563,6.382,0.843,35.111,1145,,,Asia,China,2019
Samsung SDS,15.783,9.118,0.572,7.182,1146,Information Technology,Computer Services,Asia,South Korea,2019
Molina Healthcare,7.558,18.89,0.707,7.154,1147,Health Care,Managed Health Care,North America,United States,2019
Saudi Arabian Mining,18.01,3.786,0.493,26.132,1147,Materials,Diversified Metals & Mining,Asia,Saudi Arabia,2019
Interpublic Group,8.764,9.714,0.619,15.62,1149,Consumer Discretionary,Advertising,North America,United States,2019
Skanska,7.729,19.737,0.525,13.117,1150,Industrials,Construction Services,Europe,Sweden,2019
Amcor,12.726,9.358,0.658,8.868,1151,Materials,Containers & Packaging,Australia,Australia,2019
Guosen Securities,16.07,1.363,0.481,29.921,1151,Financials,Investment Services,Asia,China,2019
SGS,19.801,6.852,0.657,6.155,1151,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,2019
Tokyo Century,4.843,9.539,0.51,36.376,1154,Financials,Rental & Leasing,Asia,Japan,2019
Evergy,14.264,4.276,0.535,27.568,1155,Utilities,Electric Utilities,North America,United States,2019
PVH,9.934,9.657,0.746,11.864,1156,Consumer Discretionary,Apparel/Accessories,North America,United States,2019
Host Hotels & Resorts,13.993,5.524,1.087,12.09,1157,Financials,Real Estate,North America,United States,2019
Saputo,13.325,10.037,0.587,7.359,1158,Consumer Staples,Food Processing,North America,Canada,2019
Whirlpool,8.847,21.037,-0.183,18.347,1159,Consumer Discretionary,Household Appliances,North America,United States,2019
TransDigm Group,24.824,3.956,0.821,12.389,1160,Industrials,Aerospace & Defense,North America,United States,2019
Kobe Steel,2.83,17.658,0.474,21.278,1161,Materials,Iron & Steel,Asia,Japan,2019
Voestalpine,6.11,15.792,0.592,17.446,1162,Materials,Iron & Steel,Europe,Austria,2019
Aramark,7.795,16.09,0.526,13.739,1163,Consumer Discretionary,Restaurants,North America,United States,2019
China Galaxy Securities,15.139,2.442,0.435,36.611,1163,Financials,Investment Services,Asia,China,2019
China International Marine,5.229,13.972,0.504,23.195,1165,Industrials,Heavy Equipment,Asia,China,2019
CJ Corporation,3.085,26.827,0.251,28.437,1166,Consumer Staples,Food Processing,Asia,South Korea,2019
Jeronimo Martins,9.927,20.453,0.473,7.613,1167,Consumer Staples,Food Retail,Europe,Portugal,2019
Terna,12.077,2.592,0.834,19.618,1167,Utilities,Electric Utilities,Europe,Italy,2019
PulteGroup,8.433,10.188,1.011,10.173,1169,Industrials,Construction Services,North America,United States,2019
China Development Financial,4.708,10.371,0.26,88.422,1170,Financials,Regional Banks,Asia,Taiwan,2019
China Resources Power,6.908,9.817,0.504,26.595,1170,Utilities,Electric Utilities,Asia,Hong Kong,2019
Bank Pekao,8.06,2.589,0.633,50.866,1172,Financials,Regional Banks,Europe,Poland,2019
Covivio,8.839,1.489,0.884,27.95,1172,Financials,Real Estate,Europe,France,2019
Oriental Land,36.539,4.658,0.78,8.761,1174,Consumer Discretionary,Hotels & Motels,Asia,Japan,2019
Xilinx,34.164,2.904,0.811,5.355,1174,Information Technology,Semiconductors,North America,United States,2019
Schroders,11.37,3.539,0.673,25.006,1176,Financials,Investment Services,North America,United States,2019
Wynn Resorts,15.332,6.718,0.584,13.302,1177,Consumer Discretionary,Casinos & Gaming,North America,United States,2019
Bank of Tianjin,3.552,5.034,0.641,96.034,1178,Financials,Regional Banks,Asia,China,2019
GD Power Development,8.235,9.746,0.207,39.692,1179,Utilities,Electric Utilities,Asia,China,2019
Equinix,37.532,5.095,0.365,20.245,1180,Financials,Real Estate,North America,United States,2019
UBI Banca,3.602,5.59,0.502,143.244,1181,Financials,Regional Banks,Europe,Italy,2019
Cosmo Energy Holdings,1.707,25.325,0.482,16.237,1182,Energy,Oil & Gas Operations,Asia,Japan,2019
UCB,14.932,5.465,0.933,12.019,1182,Health Care,Pharmaceuticals,Europe,Belgium,2019
3i Group,13.671,0.59,2.043,10.923,1184,Financials,Investment Services,Europe,United Kingdom,2019
Yara International,11.923,12.949,0.165,16.656,1184,Materials,Specialized Chemicals,Europe,Norway,2019
GAIL India,11.445,8.453,0.744,9.64,1186,Utilities,Natural Gas Utilities,Asia,India,2019
Givaudan,23.337,5.648,0.677,9.402,1186,Consumer Staples,Household/Personal Care,Europe,Switzerland,2019
Hyundai Steel,5.651,18.882,0.362,29.848,1188,Materials,Iron & Steel,Asia,South Korea,2019
Inter Rao,4.399,15.322,1.127,10.709,1189,Utilities,Electric Utilities,Asia,Russia,2019
Ferrari,25.179,4.035,0.926,5.546,1190,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Italy,2019
Industrial Alliance Insurance,4.32,8.085,0.489,45.789,1191,Financials,Life & Health Insurance,North America,Canada,2019
Vienna Insurance Group,3.634,11.902,0.307,57.188,1192,Financials,Diversified Insurance,Europe,Austria,2019
Petronas Chemicals,17.246,4.851,1.234,9.042,1193,Materials,Specialized Chemicals,Asia,Malaysia,2019
Terumo,21.092,5.303,0.824,10.298,1193,Health Care,Medical Equipment & Supplies,Asia,Japan,2019
Newmont Mining,17.599,7.262,0.341,20.715,1195,Materials,Diversified Metals & Mining,North America,United States,2019
Masco,11.784,8.359,0.729,5.393,1196,Materials,Construction Materials,North America,United States,2019
Ricoh,7.282,18.44,-0.924,24.263,1196,Industrials,Business Products & Supplies,Asia,Japan,2019
Top Frontier Investment Holdings,1.717,19.001,0.181,32.394,1196,Energy,Oil & Gas Operations,Asia,Philippines,2019
Punjab National Bank,4.94,8.936,-1.882,119.438,1199,Financials,Regional Banks,Asia,India,2019
Edwards Lifesciences,36.889,3.723,0.722,5.324,1200,Health Care,Medical Equipment & Supplies,North America,United States,2019
Pegatron,5.157,44.438,0.369,19.011,1200,Information Technology,Electronics,Asia,Taiwan,2019
Indorama Ventures,8.379,10.739,0.786,11.646,1202,Materials,Specialized Chemicals,Asia,Thailand,2019
Bank Of Guiyang,5.005,3.77,0.776,73.31,1203,Financials,Regional Banks,Asia,China,2019
S-Oil,9.686,23.138,0.234,14.299,1204,Energy,Oil & Gas Operations,Asia,South Korea,2019
Arkema,8.127,10.401,0.834,11.626,1205,Materials,Diversified Chemicals,Europe,France,2019
Airports of Thailand,30.858,1.897,0.783,5.787,1206,Industrials,Other Transportation,Asia,Thailand,2019
NRG Energy,11.438,10.128,0.597,10.628,1207,Utilities,Electric Utilities,North America,United States,2019
Dassault Systemes,39.203,4.103,0.672,9.115,1208,Information Technology,Software & Programming,Europe,France,2019
Experian,25.789,4.834,0.804,7.912,1209,Consumer Discretionary,Business & Personal Services,Europe,Ireland,2019
US Steel,2.846,14.193,1.115,10.982,1209,Materials,Iron & Steel,North America,United States,2019
Advanced Info Service,17.889,5.254,0.918,8.925,1211,Telecommunication Services,Telecommunications services,Asia,Thailand,2019
Expeditors International,13.822,8.138,0.618,3.346,1212,Industrials,Air Courier,North America,United States,2019
Jiangsu Hengrui Medicine,42.029,2.728,0.642,3.45,1213,Health Care,Pharmaceuticals,Asia,China,2019
Hess,19.958,6.381,-0.282,21.433,1214,Energy,Oil & Gas Operations,North America,United States,2019
HAL Trust,12.565,9.858,0.183,18.834,1215,Financials,Investment Services,,Monaco,2019
LG Household & Health Care,20.72,6.131,0.62,4.728,1215,Consumer Staples,Household/Personal Care,Asia,South Korea,2019
Grasim Industries,8.207,10.156,0.197,32.395,1217,Materials,Construction Materials,Asia,India,2019
Phoenix Group Holdings,6.699,-9.14,0.489,283.13,1218,Financials,Life & Health Insurance,Europe,United Kingdom,2019
Assa Abloy,25.123,9.66,0.316,12.02,1219,Industrials,Other Industrial Equipment,Europe,Sweden,2019
Charoen Pokphand Foods,4.613,16.764,0.456,19.29,1220,Consumer Staples,Food Processing,Asia,Thailand,2019
Worldpay,34.617,3.925,0.013,24.889,1220,,,North America,United States,2019
Yuanta Financial Holding,6.755,4.145,0.619,74.41,1222,Financials,Investment Services,Asia,Taiwan,2019
Concordia Financial Group,4.849,2.768,0.567,168.792,1223,Financials,Regional Banks,Asia,Japan,2019
SKF Group,8.698,9.851,0.837,9.832,1224,Industrials,Other Industrial Equipment,Europe,Sweden,2019
Genworth Financial,1.887,8.609,0.119,100.923,1225,Financials,Diversified Insurance,North America,United States,2019
Bank of Baroda,6.228,8.37,-0.293,112.83,1226,Financials,Regional Banks,Asia,India,2019
Jiangxi Copper,7.226,32.428,0.372,14.995,1227,Materials,Diversified Metals & Mining,Asia,China,2019
Bank of Changsha,5.675,3.329,0.677,76.704,1228,Financials,Major Banks,Asia,China,2019
China Mengniu Dairy,14.15,10.442,0.461,9.68,1228,Consumer Staples,Food Processing,Asia,Hong Kong,2019
Grupo Elektra,12.673,5.382,0.766,14.085,1230,Information Technology,Computer & Electronics Retail,North America,Mexico,2019
HCP,14.257,1.847,1.058,12.719,1230,Financials,Real Estate,North America,United States,2019
Equity Residential,27.771,2.56,0.4,20.394,1232,Financials,Real Estate,North America,United States,2019
Shionogi,17.428,3.138,1.118,6.55,1233,Health Care,Pharmaceuticals,Asia,Japan,2019
Foshan Haitian Flavouring and Food,34.752,2.546,0.66,2.936,1234,Consumer Staples,Food Processing,Asia,China,2019
Quest Diagnostics,11.54,7.531,0.733,11.003,1235,Health Care,Healthcare Services,North America,United States,2019
Ayala,10.976,5.247,0.593,21.049,1236,Industrials,Conglomerates,Asia,Philippines,2019
China International Capital,9.417,2.792,0.519,40.115,1237,Financials,Investment Services,Asia,China,2019
Magnitogorsk Iron & Steel,7.723,8.203,1.316,7.249,1237,Materials,Iron & Steel,Asia,Russia,2019
Ashtead Group,13.292,5.679,0.984,10.788,1239,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,2019
Bank Of Chengdu,5.14,2.783,0.688,70.344,1240,Financials,Regional Banks,Asia,China,2019
Brown-Forman,25.212,3.309,0.786,5.163,1241,Consumer Staples,Beverages,North America,United States,2019
Hunan Valin Steel,3.729,13.687,1.024,10.958,1242,Materials,Iron & Steel,Asia,China,2019
Delta Electronics,13.561,7.86,0.603,8.522,1243,Information Technology,Electronics,Asia,Taiwan,2019
East West Bancorp,7.212,1.807,0.704,41.113,1244,Financials,Regional Banks,North America,United States,2019
New Residential Investment,6.942,2.367,0.964,31.715,1244,Financials,Investment Services,North America,United States,2019
Fastenal,20.351,5.089,0.772,3.652,1246,Consumer Discretionary,Home Improvement Retail,North America,United States,2019
Power Finance,4.513,4.2,0.907,44.187,1247,Consumer Discretionary,Business & Personal Services,Asia,India,2019
Henry Schein,9.192,13.202,0.536,8.501,1248,Health Care,Medical Equipment & Supplies,North America,United States,2019
FleetCor Technologies,21.586,2.433,0.811,11.202,1249,Consumer Discretionary,Business & Personal Services,North America,United States,2019
Hexagon,20.263,4.438,0.862,11.07,1250,Industrials,Other Industrial Equipment,Europe,Sweden,2019
Dai Nippon Printing,7.06,12.746,0.508,15.765,1251,Consumer Discretionary,Printing & Publishing,Asia,Japan,2019
Metro Group,6.079,32.303,0.37,17.897,1252,Consumer Staples,Food Retail,Europe,Germany,2019
Goodman Group,16.487,1.386,1.109,10.021,1253,Financials,Real Estate,Australia,Australia,2019
Torchmark,9.789,4.352,0.713,23.096,1253,Financials,Life & Health Insurance,North America,United States,2019
Ctrip.com International,24.569,4.674,0.201,27.066,1255,Consumer Discretionary,Business & Personal Services,Asia,China,2019
China Life Insurance (Taiwan),3.293,10.045,0.338,55.675,1256,Financials,Life & Health Insurance,Asia,Taiwan,2019
McCormick,20.379,5.403,0.659,10.228,1257,Consumer Staples,Food Processing,North America,United States,2019
Storebrand,4.012,6.386,0.453,66.682,1258,Financials,Diversified Insurance,Europe,Norway,2019
HNA Technology,1.682,49.622,0.113,17.597,1259,Industrials,Other Transportation,Asia,China,2019
Apache,13.484,7.343,0.04,21.582,1260,Energy,Oil & Gas Operations,North America,United States,2019
Brenntag,8.375,14.806,0.544,8.906,1260,Materials,Specialized Chemicals,Europe,Germany,2019
RSA Insurance Group,7.315,9.358,0.447,22.953,1262,Financials,Property & Casualty Insurance,Europe,United Kingdom,2019
NVR,11.186,7.032,0.797,3.166,1263,Industrials,Construction Services,North America,United States,2019
Skyworks Solutions,15.57,3.788,1.133,4.739,1263,Information Technology,Semiconductors,North America,United States,2019
China International Travel Service,22.78,6.284,0.509,3.788,1265,Consumer Discretionary,Business & Personal Services,Asia,China,2019
Johnson Matthey,8.651,19.828,0.448,6.602,1266,Materials,Diversified Chemicals,Europe,United Kingdom,2019
Hua Nan Financial,7.187,2.331,0.485,87.328,1267,Financials,Consumer Financial Services,Asia,Taiwan,2019
Huntington Ingalls Industries,9.202,8.176,0.836,6.776,1268,Industrials,Aerospace & Defense,North America,United States,2019
Unicharm,19.423,6.232,0.556,7.25,1268,Consumer Staples,Household/Personal Care,Asia,Japan,2019
China Molybdenum,14.375,3.79,0.712,14.742,1270,Materials,Iron & Steel,Asia,China,2019
Yango Group,4.544,7.935,0.456,38.365,1271,,,Asia,China,2019
Wolters Kluwer,19.055,5.026,0.775,9.769,1272,Consumer Discretionary,Printing & Publishing,Europe,Netherlands,2019
Hyundai Marine & Fire,2.703,11.962,0.336,38.669,1273,Financials,Property & Casualty Insurance,Asia,South Korea,2019
Umicore,11.776,16.182,0.374,7.01,1274,Materials,Diversified Metals & Mining,Europe,Belgium,2019
Waste Connections,23.324,4.925,0.547,12.627,1275,Industrials,Environmental & Waste,North America,Canada,2019
Sino-Ocean Group Holding,3.586,6.597,0.547,36.32,1276,Financials,Real Estate,Asia,China,2019
AGNC Investment,9.697,1.92,0.129,109.241,1277,Financials,Investment Services,North America,United States,2019
Signature Bank,6.963,1.829,0.615,48.546,1277,Financials,Regional Banks,North America,United States,2019
Cerner,20.341,5.366,0.63,6.709,1279,Health Care,Healthcare Services,North America,United States,2019
Huadian Power International,6.269,13.178,0.259,32.775,1279,Utilities,Electric Utilities,Asia,China,2019
Power Assets Holdings,14.827,0.198,0.974,11.679,1281,Utilities,Electric Utilities,Asia,Hong Kong,2019
Ahli United Bank,7.351,1.885,0.662,35.508,1282,Financials,Regional Banks,Asia,Bahrain,2019
Qantas Airways,6.456,12.846,0.65,13.088,1282,Industrials,Airline,Australia,Australia,2019
