Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
JBS,6.715,51.109,0.189,32.768,1037,Consumer Staples,Food Processing,South America,Brazil,2018
Continental Resources,25.431,3.521,1.0229,14.378,1038,Energy,Oil & Gas Operations,North America,United States,2018
JSW Steel,11.622,10.141,0.65,14.054,1039,Materials,Iron & Steel,Asia,India,2018
Japan Exchange Group,10.213,1.09,0.4555,388.494,1040,Financials,Investment Services,Asia,Japan,2018
Metro Group,5.074,41.911,0.4884,19.063,1041,Consumer Staples,Food Retail,Europe,Germany,2018
Guosen Securities,13.955,1.404,0.6448,32.558,1042,Financials,Investment Services,Asia,China,2018
Whirlpool,11.042,21.378,0.291,20.339,1042,Consumer Discretionary,Household Appliances,North America,United States,2018
Kingfisher,8.658,15.151,0.6305,14.714,1044,Consumer Discretionary,Home Improvement Retail,Europe,United Kingdom,2018
Cincinnati Financial,11.799,5.442,0.813,21.47,1045,Financials,Diversified Insurance,North America,United States,2018
DaVita,11.581,13.431,0.3946,18.942,1045,Health Care,Healthcare Services,North America,United States,2018
CDW,11.934,15.473,0.5924,7.028,1047,Information Technology,Software & Programming,North America,United States,2018
Bank Of Hangzhou,6.687,5.375,0.6733,127.97,1048,Financials,Regional Banks,Asia,China,2018
Kobe Steel,3.925,16.973,0.5701,22.12,1049,Materials,Iron & Steel,Asia,Japan,2018
General Growth Properties,19.781,2.35,0.6143,23.258,1050,Financials,Real Estate,North America,United States,2018
Angang Steel,7.438,12.914,0.9302,14.646,1051,Materials,Iron & Steel,Asia,China,2018
Leucadia National,8.462,12.152,0.015,49.001,1052,Industrials,Conglomerates,North America,United States,2018
Pembina Pipeline,17.432,4.488,0.7838,20.119,1053,Energy,Oil & Gas Operations,North America,Canada,2018
WR Berkley,9.358,7.706,0.592,24.588,1054,Financials,Property & Casualty Insurance,North America,United States,2018
Tenaris,23.019,5.967,0.5659,14.724,1055,Energy,Oil Services & Equipment,Europe,Luxembourg,2018
KT Corp,6.292,21.139,0.4257,28.584,1056,Telecommunication Services,Telecommunications services,Asia,South Korea,2018
Conagra Brands,14.895,7.834,0.8901,10.463,1057,Consumer Staples,Food Processing,North America,United States,2018
Expedia,17.103,10.379,0.3271,20.429,1058,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Inner Mongolia Baotou Steel,14.537,8.417,0.3773,23.286,1058,Materials,Iron & Steel,Asia,China,2018
TCL Corp,7.041,16.79,0.4447,25.926,1060,Consumer Discretionary,Consumer Electronics,Asia,China,2018
CMS Energy,12.821,6.707,0.502,22.868,1061,Utilities,Electric Utilities,North America,United States,2018
Dexia,0.016,11.063,-0.5211,217.27,1062,Financials,Major Banks,Europe,Belgium,2018
Legrand,21.114,6.227,0.8022,11.317,1063,Industrials,Electrical Equipment,Europe,France,2018
GKN,11.068,12.455,0.6478,11.988,1064,Consumer Discretionary,Auto & Truck Parts,Europe,United Kingdom,2018
Cosmo Energy Holdings,2.914,22.765,0.657,15.899,1065,Energy,Oil & Gas Operations,Asia,Japan,2018
Intact Financial,10.391,7.212,0.6102,21.634,1066,Financials,Property & Casualty Insurance,North America,Canada,2018
CJ Corporation,4.499,23.793,0.4102,27.393,1067,Consumer Staples,Food Processing,Asia,South Korea,2018
Shanghai Construction,5.131,21.904,0.3945,30.292,1068,Industrials,Construction Services,Asia,China,2018
MTN Group,18.382,9.981,0.3317,19.581,1069,Telecommunication Services,Telecommunications services,Africa,South Africa,2018
Investec,7.549,5.359,0.616,69.522,1070,Financials,Investment Services,Europe,United Kingdom,2018
Zhejiang Zheneng Electric Power,10.972,7.95,0.5994,17.778,1071,Utilities,Electric Utilities,Asia,China,2018
BDO Unibank,11.133,2.984,0.5537,53.617,1072,Financials,Regional Banks,Asia,Philippines,2018
Grupo Inbursa,10.356,4.483,0.9787,28.741,1073,Financials,Regional Banks,North America,Mexico,2018
Lonza Group,19.742,5.187,0.7396,14.613,1074,Materials,Specialized Chemicals,Europe,Switzerland,2018
Torchmark,9.711,4.202,1.4942,23.182,1075,Financials,Life & Health Insurance,North America,United States,2018
Grasim Industries,10.744,7.491,0.4197,31.592,1076,Materials,Construction Materials,Asia,India,2018
Campbell Soup,12.23,7.858,1.054,8.336,1077,Consumer Staples,Food Processing,North America,United States,2018
Krung Thai Bank,7.638,4.818,0.6259,92.341,1078,Financials,Regional Banks,Asia,Thailand,2018
Renesas Electronics,16.737,7.126,0.8271,9.555,1079,Information Technology,Semiconductors,Asia,Japan,2018
Lenovo Group,5.832,44.302,-0.1157,29.499,1080,Information Technology,Computer Hardware,Asia,Hong Kong,2018
L Brands,9.014,12.633,0.9831,8.149,1081,Consumer Discretionary,Apparel/Footwear Retail,North America,United States,2018
Ventas,19.066,3.634,0.563,23.494,1082,Financials,Real Estate,North America,United States,2018
Advanced Semiconductor,11.223,9.633,0.7512,12.24,1083,Information Technology,Semiconductors,Asia,Taiwan,2018
GD Power Development,8.934,9.11,0.3626,44.384,1084,Utilities,Electric Utilities,Asia,China,2018
C.H. Robinson,12.036,15.38,0.5251,4.308,1085,Industrials,Other Transportation,North America,United States,2018
Arthur J. Gallagher,12.529,6.545,0.6811,16.128,1086,Financials,Insurance Brokers,North America,United States,2018
Sojitz,4.804,16.389,0.5129,22.1,1086,Industrials,Trading Companies,Asia,Japan,2018
Korean Air,3.06,10.696,0.7001,23.024,1088,Industrials,Airline,Asia,South Korea,2018
Steel Dynamics,11.379,9.774,0.8395,6.973,1089,Materials,Iron & Steel,North America,United States,2018
Jiangsu Yanghe Brewery,30.927,2.914,1.1104,7.051,1090,Consumer Staples,Beverages,Asia,China,2018
Universal Health,11.174,10.484,0.7697,11.024,1090,Health Care,Healthcare Services,North America,United States,2018
Guangzhou Rural Commercial Bank,6.56,4.583,0.8463,95.108,1092,Financials,Regional Banks,Asia,China,2018
Pegatron,5.885,39.241,0.4826,16.407,1093,Information Technology,Electronics,Asia,Taiwan,2018
RiseSun Real Estate Development,7.187,5.881,0.8907,31.426,1093,Industrials,Construction Services,Asia,China,2018
Helvetia Holding,5.888,9.844,0.4118,59.986,1095,Financials,Diversified Insurance,Europe,Switzerland,2018
Moody's,33.4,4.356,1.0279,9.014,1095,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Celanese,14.679,6.52,1.023,9.78,1097,Materials,Diversified Chemicals,North America,United States,2018
UC Rusal,3.871,9.97,1.2228,16.013,1098,Materials,Aluminum,Europe,Cyprus,2018
Newmont Mining,21.548,7.506,0.048,20.483,1099,Materials,Diversified Metals & Mining,North America,United States,2018
Carlsberg,17.425,9.372,0.1909,18.849,1100,Consumer Staples,Beverages,Europe,Denmark,2018
Kerry Group,18.739,7.228,0.6638,8.886,1101,Consumer Staples,Food Processing,Europe,Ireland,2018
Concordia Financial Group,7.252,2.898,0.5992,175.464,1102,Financials,Regional Banks,Asia,Japan,2018
Markel,16.088,6.344,0.2476,32.866,1102,Financials,Diversified Insurance,North America,United States,2018
Symantec,12.132,4.846,1.163,15.761,1104,Information Technology,Software & Programming,North America,United States,2018
Aeroports de Paris,21.829,4.08,0.6441,17.143,1105,Industrials,Other Transportation,Europe,France,2018
Bank Pekao,8.802,2.328,0.6558,53.374,1106,Financials,Regional Banks,Europe,Poland,2018
Intuitive Surgical,53.062,3.302,0.7675,6.426,1107,Health Care,Medical Equipment & Supplies,North America,United States,2018
Hainan Airlines,,9.381,0.5827,29.643,1108,Industrials,Airline,Asia,China,2018
BAIC Motor,7.842,19.858,0.3342,25.707,1109,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2018
Quest Diagnostics,13.921,7.694,0.782,10.695,1110,Health Care,Healthcare Services,North America,United States,2018
KPN,12.703,7.328,0.5448,16.247,1111,Telecommunication Services,Telecommunications services,Europe,Netherlands,2018
Aramark,9.356,15.152,0.4983,13.733,1112,Consumer Discretionary,Restaurants,North America,United States,2018
Arch Capital Group,10.815,5.443,0.5071,32.132,1113,Financials,Property & Casualty Insurance,North America,Bermuda,2018
DSV,14.934,11.787,0.4842,6.356,1113,Industrials,Trucking,Europe,Denmark,2018
Hankyu Hanshin Holdings,9.699,6.603,0.6354,21.199,1115,Industrials,Railroads,Asia,Japan,2018
AU Optronics,4.091,11.21,1.0637,14.834,1116,Information Technology,Electronics,Asia,Taiwan,2018
Origin Energy,13.074,11.364,-0.7566,19.868,1116,Utilities,Electric Utilities,Australia,Australia,2018
Tokyo Century,7.153,9.133,0.4631,35.35,1118,Financials,Rental & Leasing,Asia,Japan,2018
Singapore Airlines,9.874,11.234,0.4149,20.085,1119,Industrials,Airline,Asia,Singapore,2018
Eletrobrás,7.135,11.898,-0.5526,52.147,1120,Utilities,Electric Utilities,South America,Brazil,2018
Dubai Islamic Bank,6.593,2.804,1.086,57.47,1121,Financials,Regional Banks,Asia,United Arab Emirates,2018
Grifols,18.667,5.001,0.785,13.375,1122,Health Care,Biotechs,Europe,Spain,2018
Arab National Bank,7.975,2.066,0.8071,45.783,1123,Financials,Regional Banks,Asia,Saudi Arabia,2018
Attijariwafa Bank,10.035,3.719,0.5554,50.891,1123,Financials,Regional Banks,Africa,Morocco,2018
Thai Beverage,15.232,5.563,0.8736,12.569,1123,Consumer Staples,Beverages,Asia,Thailand,2018
Qantas Airways,7.65,12.517,0.7236,14,1126,Industrials,Airline,Australia,Australia,2018
XPO Logistics,13.159,16.033,0.3633,12.961,1127,Industrials,Trucking,North America,United States,2018
Air France-KLM,3.778,29.08,-0.3091,29.309,1128,Industrials,Airline,Europe,France,2018
Saputo,12.965,8.874,0.6832,6.383,1129,Consumer Staples,Food Processing,North America,Canada,2018
BCI-Banco Credito,9.209,3.195,0.5723,55.097,1130,Financials,Major Banks,South America,Chile,2018
Sika,20.643,6.348,0.6538,5.944,1131,Materials,Construction Materials,Europe,Switzerland,2018
Mondi,13.148,8.008,0.7568,8.657,1132,Materials,Paper & Paper Products,Europe,United Kingdom,2018
Mitsubishi UFJ Lease,6.052,7.747,0.4892,49.438,1133,Financials,Rental & Leasing,Asia,Japan,2018
Korea Gas,4.622,19.613,-1.0671,34.692,1134,Utilities,Natural Gas Utilities,Asia,South Korea,2018
Bombardier,7.82,16.672,-0.4612,26.726,1135,Industrials,Aerospace & Defense,North America,Canada,2018
Brighthouse Financial,5.762,8.44,-0.096,218.997,1135,Financials,Life & Health Insurance,North America,United States,2018
Cheniere Energy,15.199,6.667,-0.09,28.341,1137,Energy,Oil & Gas Operations,North America,United States,2018
Hyundai Marine & Fire,3.182,11.673,0.411,36.875,1137,Financials,Property & Casualty Insurance,Asia,South Korea,2018
Power Assets Holdings,16.137,0.182,1.0675,13.688,1137,Utilities,Electric Utilities,Asia,Hong Kong,2018
Yara International,11.417,11.452,0.3896,16.672,1140,Materials,Specialized Chemicals,Europe,Norway,2018
Datang International Power,8.623,9.946,0.245,39.973,1141,Utilities,Electric Utilities,Asia,China,2018
AES,8.129,12.474,0.158,32.573,1142,Utilities,Electric Utilities,North America,United States,2018
Cintas,19.627,6.337,0.6599,6.929,1143,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Ajinomoto,10.441,10.378,0.5509,13.407,1144,Consumer Staples,Food Processing,Asia,Japan,2018
RTL Group,13.024,7.188,0.8335,9.604,1145,Consumer Discretionary,Broadcasting & Cable,Europe,Luxembourg,2018
NRG Energy,10.993,10.609,-1.696,23.752,1146,Utilities,Electric Utilities,North America,United States,2018
Arca Continental,11.178,8.074,0.6853,12.617,1147,Consumer Staples,Beverages,North America,Mexico,2018
Lixil Group,6.648,15.373,0.4925,19.813,1147,Materials,Construction Materials,Asia,Japan,2018
Nitto Denko,12.346,7.726,0.7884,8.818,1147,Materials,Diversified Chemicals,Asia,Japan,2018
Sino-Ocean Land Holdings,5.429,6.885,0.7565,29.468,1147,Financials,Real Estate,Asia,China,2018
Terumo,20.082,5.303,0.8237,9.635,1151,Health Care,Medical Equipment & Supplies,Asia,Japan,2018
Magnit,8.097,19.595,0.6083,9.155,1152,Consumer Staples,Food Retail,Asia,Russia,2018
Liberty Broadband,12.826,0.022,2.033,11.958,1153,Telecommunication Services,Telecommunications services,North America,United States,2018
Harbin Bank,3.04,4.386,0.7767,86.649,1154,Financials,Major Banks,Asia,China,2018
First Financial Holding,8.457,2.47,0.5089,88.514,1155,Financials,Regional Banks,Asia,Taiwan,2018
Cerner,20.184,5.175,0.8538,6.512,1156,Health Care,Healthcare Services,North America,United States,2018
China Molybdenum,25.581,3.828,0.564,15.608,1157,Materials,Iron & Steel,Asia,China,2018
Jeronimo Martins,10.252,19.63,0.459,7.735,1158,Consumer Staples,Food Retail,Europe,Portugal,2018
Boston Properties,19.2,2.631,0.5412,19.584,1159,Financials,Real Estate,North America,United States,2018
SGS,18.993,6.451,0.6309,6.099,1160,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,2018
Amcor,12.132,9.139,0.6398,9.06,1161,Materials,Containers & Packaging,Australia,Australia,2018
J.B. Hunt Transport Services,13.682,7.509,0.7017,4.422,1162,Industrials,Trucking,North America,United States,2018
President Chain Store,10.585,7.572,1.0275,4.67,1163,Consumer Staples,Food Retail,Asia,Taiwan,2018
Vienna Insurance Group,4.116,11.242,0.3223,61.183,1164,Financials,Diversified Insurance,Europe,Austria,2018
Dover,11.93,7.939,0.7709,10.543,1165,Industrials,Conglomerates,North America,United States,2018
Hoya,21.555,4.833,0.8977,6.118,1166,Information Technology,Electronics,Asia,Japan,2018
Foncière des Régions,8.578,1.116,1.0311,26.18,1167,Financials,Real Estate,Europe,France,2018
Metro,7.298,10.372,1.3497,6.68,1167,Consumer Staples,Food Retail,North America,Canada,2018
China Shipbuilding Industry,18.638,5.134,0.126,31.977,1169,Industrials,Heavy Equipment,Asia,China,2018
Samsung SDI,11.944,6.233,0.6316,15.333,1169,Information Technology,Electronics,Asia,South Korea,2018
Clorox,15.611,6.08,0.807,5.444,1171,Consumer Staples,Household/Personal Care,North America,United States,2018
AGL Energy,10.867,9.968,0.6408,11.229,1172,Utilities,Electric Utilities,Australia,Australia,2018
Inter Rao,6.744,15.722,0.9232,10.934,1173,Utilities,Electric Utilities,Asia,Russia,2018
Beijing Enterprises,6.568,7.38,0.8829,21.945,1174,Utilities,Natural Gas Utilities,Asia,Hong Kong,2018
Monster Beverage,27.723,3.485,0.8587,4.74,1175,Consumer Staples,Beverages,North America,United States,2018
Flextronics International,7.809,25.441,0.4285,13.716,1176,Information Technology,Electronics,Asia,Singapore,2018
Fidelity National Financial,10.509,8.84,0.796,9.018,1177,Financials,Property & Casualty Insurance,North America,United States,2018
Evraz Group,10.023,10.814,0.6857,10.38,1178,Materials,Iron & Steel,Europe,United Kingdom,2018
Orient Securities,12.182,1.357,0.472,35.776,1179,Financials,Investment Services,Asia,China,2018
Industrial Alliance Insurance,4.46,8.151,0.4363,48.38,1180,Financials,Life & Health Insurance,North America,Canada,2018
Meiji Holdings,11.468,11.196,0.5529,8.722,1181,Consumer Staples,Food Processing,Asia,Japan,2018
Hyundai Heavy Industries,8.272,12.334,-0.5543,28.405,1182,Industrials,Heavy Equipment,Asia,South Korea,2018
Cosco Shipping,8.048,13.903,0.38,20.56,1183,Industrials,Other Transportation,Asia,China,2018
Punjab National Bank,3.637,8.533,0.177,112.93,1184,Financials,Regional Banks,Asia,India,2018
Arrow Electronics,6.725,27.929,0.4273,16.125,1185,Information Technology,Electronics,North America,United States,2018
Hindalco Industries,8.087,14.94,0.2833,23.717,1186,Materials,Aluminum,Asia,India,2018
Norwegian Cruise Line Holdings,11.562,5.539,0.8011,14.485,1186,Consumer Discretionary,Hotels & Motels,North America,United States,2018
Ternium,7.841,9.72,0.905,12.415,1186,Materials,Iron & Steel,Europe,Luxembourg,2018
Terna,11.706,2.463,0.7764,20.447,1189,Utilities,Electric Utilities,Europe,Italy,2018
Oriental Land,34.183,4.324,0.7326,8.609,1190,Consumer Discretionary,Hotels & Motels,Asia,Japan,2018
Harris,18.599,6.058,0.639,10.07,1191,Information Technology,Communications Equipment,North America,United States,2018
Ashtead Group,14.844,4.739,1.2858,9.042,1192,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,2018
FamilyMart,12.737,11.447,0.2953,16.236,1193,Consumer Staples,Food Retail,Asia,Japan,2018
Wm Morrison Supermarkets,8.097,22.44,0.4043,13.747,1193,Consumer Staples,Food Retail,Europe,United Kingdom,2018
KION Group,10.167,8.981,0.5272,14.171,1195,Industrials,Heavy Equipment,Europe,Germany,2018
Coty,10.723,9.339,-0.2923,23.765,1196,Consumer Staples,Household/Personal Care,North America,United States,2018
Lendlease Group,7.883,13.339,0.6051,12.352,1197,Financials,Real Estate,Australia,Australia,2018
Arkema,9.984,9.391,0.6497,11.641,1198,Materials,Diversified Chemicals,Europe,France,2018
Givaudan,21.055,5.132,0.7315,7.5,1199,Consumer Staples,Household/Personal Care,Europe,Switzerland,2018
Paychex,22.756,3.308,0.9005,6.843,1200,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Focus Media Information Technology,22.245,1.831,0.9212,2.497,1201,Information Technology,Computer Hardware,Asia,China,2018
Innolux,3.863,10.335,0.9374,13.941,1201,Information Technology,Computer Hardware,Asia,Taiwan,2018
Materials Industry Zhongda Group,4.358,41.103,0.4032,15.314,1203,Industrials,Trading Companies,Asia,China,2018
NASDAQ,15.117,4.144,0.741,15.79,1204,Financials,Investment Services,North America,United States,2018
RSA Insurance Group,9.092,9.15,0.3722,24.82,1205,Financials,Property & Casualty Insurance,Europe,United Kingdom,2018
Ricoh,6.946,18.617,-1.2214,24.833,1205,Industrials,Business Products & Supplies,Asia,Japan,2018
PVH,11.805,8.915,0.5378,11.886,1207,Consumer Discretionary,Apparel/Accessories,North America,United States,2018
East West Bancorp,10.086,1.552,0.5229,37.693,1208,Financials,Regional Banks,North America,United States,2018
National Oilwell Varco,15.529,7.354,-0.183,20.01,1209,Energy,Oil Services & Equipment,North America,United States,2018
Top Frontier Investment Holdings,1.682,16.385,0.2443,29.984,1210,Energy,Oil & Gas Operations,Asia,Philippines,2018
Ihs Markit,20.443,3.688,0.592,14.697,1211,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,2018
Hesteel,5.498,15.862,0.2325,30.557,1212,Materials,Iron & Steel,Asia,China,2018
Electric Power Development,5.054,7.726,0.6176,24.892,1213,Utilities,Electric Utilities,Asia,Japan,2018
Magnitogorsk Iron & Steel,8.251,7.94,1.2215,7.879,1214,Materials,Iron & Steel,Asia,Russia,2018
Koito Manufacturing,11.271,7.659,0.7525,6.327,1215,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2018
Ayala,11.543,4.805,0.6003,20.52,1216,Industrials,Conglomerates,Asia,Philippines,2018
Wynn Resorts,21.245,6.546,0.442,12.215,1217,Consumer Discretionary,Casinos & Gaming,North America,United States,2018
Bank of Baroda,5.602,7.804,0.2707,110.76,1218,Financials,Regional Banks,Asia,India,2018
Brown-Forman,27.343,3.215,0.751,5.042,1219,Consumer Staples,Beverages,North America,United States,2018
Worldpay,23.969,3.949,0.0036,28.95,1220,,,North America,United States,2018
Bank of Tianjin,3.581,4.411,0.5758,107.788,1221,Financials,Regional Banks,Asia,China,2018
Yuanta Financial Holding,5.679,4.389,0.6413,78.743,1222,Financials,Investment Services,Asia,Taiwan,2018
UCB,14.162,5.11,0.8493,11.908,1223,Health Care,Pharmaceuticals,Europe,Belgium,2018
E-mart,6.801,14.044,0.5419,15.008,1224,Consumer Discretionary,Discount Stores,Asia,South Korea,2018
Shiseido,26.333,9.351,0.3394,8.524,1225,Consumer Staples,Household/Personal Care,Asia,Japan,2018
X5 Retail Group,7.886,23.225,0.4916,9.607,1225,Consumer Staples,Food Retail,Europe,Netherlands,2018
SKF Group,9.739,9.457,0.6936,10.301,1227,Industrials,Other Industrial Equipment,Europe,Sweden,2018
Yum China Holdings,14.451,8.081,0.516,4.894,1228,Consumer Discretionary,Restaurants,North America,United States,2018
Phoenix Group Holdings,4.24,7.786,-0.0348,100.155,1229,Financials,Life & Health Insurance,Europe,United Kingdom,2018
Samsung SDS,16.167,8.226,0.4691,6.798,1230,Information Technology,Computer Services,Asia,South Korea,2018
Equity Residential,23.032,2.481,0.409,20.384,1231,Financials,Real Estate,North America,United States,2018
Hna Technology,,48.093,0.118,17.87,1231,Industrials,Other Transportation,Asia,China,2018
Lotte Shopping,6.294,18.552,-0.1319,26.107,1231,Consumer Discretionary,Department Stores,Asia,South Korea,2018
Alexion Pharmaceuticals,26.624,3.639,0.5221,13.83,1234,Health Care,Biotechs,North America,United States,2018
China Gas Holdings,18.609,5.101,0.752,8.921,1234,Utilities,Natural Gas Utilities,Asia,Hong Kong,2018
Antofagasta,13.969,4.735,0.7469,14.21,1236,Materials,Diversified Metals & Mining,Europe,United Kingdom,2018
Airports of Thailand,31.958,1.677,0.6447,5.531,1237,Industrials,Other Transportation,Asia,Thailand,2018
Hess,19.321,5.571,-3.856,22.072,1238,Energy,Oil & Gas Operations,North America,United States,2018
Host Hotels & Resorts,15.368,5.385,0.659,12.064,1238,Financials,Real Estate,North America,United States,2018
Sun Art Retail Group,11.181,15.127,0.4113,9.173,1238,Consumer Staples,Food Retail,Asia,Hong Kong,2018
Waste Connections,19.941,4.679,0.685,11.963,1241,Industrials,Environmental & Waste,North America,Canada,2018
Penske Automotive,4.002,22.053,0.6388,10.843,1242,Consumer Discretionary,Specialty Stores,North America,United States,2018
Advanced Info Service,18.389,4.648,0.8864,8.717,1243,Telecommunication Services,Telecommunications services,Asia,Thailand,2018
Johnson Matthey,9.088,16.321,0.4775,6.138,1243,Materials,Diversified Chemicals,Europe,United Kingdom,2018
Experian,21.591,4.287,0.8212,7.581,1245,Consumer Discretionary,Business & Personal Services,Europe,Ireland,2018
Industries Qatar,18.313,1.345,1.0032,9.192,1245,Materials,Specialized Chemicals,Asia,Qatar,2018
LG Household & Health Care,20.574,5.696,0.561,4.6,1247,Consumer Staples,Household/Personal Care,Asia,South Korea,2018
Ooredoo Telecom,6.037,8.907,0.5128,24.22,1248,Telecommunication Services,Telecommunications services,Asia,Qatar,2018
Jiangxi Copper,7.804,31.718,0.279,14.964,1249,Materials,Diversified Metals & Mining,Asia,China,2018
Illumina,39.248,2.936,0.567,5.542,1250,Health Care,Biotechs,North America,United States,2018
Wanhua Chemical Group,,8.323,1.8839,10.557,1250,Materials,Specialized Chemicals,Asia,China,2018
3i Group,12.94,0.353,1.5353,9.641,1252,Financials,Investment Services,Europe,United Kingdom,2018
E.Sun Financial,7.153,1.938,0.5268,72.774,1253,Financials,Regional Banks,Asia,Taiwan,2018
Electrolux Group,7.605,14.514,0.6248,10.652,1254,Consumer Discretionary,Household Appliances,Europe,Sweden,2018
Hexagon,19.907,4.105,0.8519,10.546,1255,Industrials,Other Industrial Equipment,Europe,Sweden,2018
Taiwan Cooperative Financial,7.114,2.975,0.4706,114.641,1255,Financials,Regional Banks,Asia,Taiwan,2018
Aroundtown Property Holdings,8.629,0.594,1.4467,16.535,1257,Financials,Real Estate,Europe,Luxembourg,2018
Bank of Zhengzhou,2.563,3.034,0.6327,66.927,1258,Financials,Regional Banks,Asia,China,2018
Kerry Properties,7.145,4.673,1.186,22.191,1259,Industrials,Construction Services,Asia,Hong Kong,2018
Dassault Systemes,34.569,3.641,0.5858,8.441,1260,Information Technology,Software & Programming,Europe,France,2018
Charoen Pokphand Foods,6.344,14.779,0.436,18.211,1261,Consumer Staples,Food Processing,Asia,Thailand,2018
FleetCor Technologies,18.159,2.315,0.7914,11.692,1261,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Doosan,2.151,15.534,0.034,26.873,1263,Industrials,Construction Services,Asia,South Korea,2018
Banca MPS,4.22,6.542,-3.9504,167.306,1264,Financials,Regional Banks,Europe,Italy,2018
Equinix,31.933,4.642,0.2538,19.942,1264,Information Technology,Computer Services,North America,United States,2018
Alcoa,10.061,12.208,0.142,17.096,1266,Materials,Aluminum,North America,United States,2018
Hunan Valin Steel,3.937,11.771,0.8068,12.11,1266,Materials,Iron & Steel,Asia,China,2018
Petronas Chemicals,17.051,4.049,0.9715,8.944,1268,Materials,Specialized Chemicals,Asia,Malaysia,2018
Zhongyuan Bank,6.291,3.222,0.5693,80.158,1268,Financials,Regional Banks,Asia,China,2018
Tenet Healthcare,3.335,19.065,-0.552,23.184,1270,Health Care,Healthcare Services,North America,United States,2018
Canara Bank,2.684,7.358,0.2026,91.809,1271,Financials,Regional Banks,Asia,India,2018
China Life Insurance (Taiwan),4.008,9.489,0.2986,49.252,1272,Financials,Life & Health Insurance,Asia,Taiwan,2018
US Foods,7.361,24.181,0.4843,9.174,1273,Consumer Staples,Food Retail,North America,United States,2018
Goldcorp,11.996,3.385,0.5556,21.615,1274,Materials,Diversified Metals & Mining,North America,Canada,2018
Henry Schein,11.235,12.759,0.4234,7.915,1275,Health Care,Medical Equipment & Supplies,North America,United States,2018
Chesapeake Energy,3.064,9.254,1.091,12.086,1276,Energy,Oil & Gas Operations,North America,United States,2018
WellCare Health Plans,9.732,17.699,0.4081,9.671,1276,Health Care,Managed Health Care,North America,United States,2018
Ctrip.com International,23.309,3.967,0.32,24.885,1278,Consumer Discretionary,Business & Personal Services,Asia,China,2018
Welltower,20.924,4.351,0.197,27.747,1279,Financials,Real Estate,North America,United States,2018
Alstom,10.231,8.268,0.4127,16.8,1280,Industrials,Conglomerates,Europe,France,2018
Shionogi,16.497,3.11,0.9823,6.794,1280,Health Care,Pharmaceuticals,Asia,Japan,2018
Canadian Tire,8.366,10.35,0.5663,12.47,1282,Consumer Discretionary,Specialty Stores,North America,Canada,2018
Ferrari,25.008,4.005,0.655,5.375,1283,Consumer Discretionary,Auto & Truck Manufacturers,Europe,Italy,2018
Huadian Power International,5.548,11.624,0.065,34.347,1283,Utilities,Electric Utilities,Asia,China,2018
Chiba Bank,6.076,1.844,0.4854,135.231,1285,Financials,Regional Banks,Asia,Japan,2018
Kinnevik,10.274,1.964,1.9194,11.496,1285,Financials,Investment Services,Europe,Sweden,2018
LARGAN Precision,18.368,1.747,0.8538,3.895,1287,Industrials,Electrical Equipment,Asia,Taiwan,2018
Arconic,8.797,13.213,-0.253,18.219,1288,Materials,Aluminum,North America,United States,2018
Indorama Ventures,10.8,8.438,0.5845,8.779,1289,Materials,Specialized Chemicals,Asia,Thailand,2018
Leonardo,6.594,13.002,0.3068,30.061,1290,Industrials,Aerospace & Defense,Europe,Italy,2018
Skyworks Solutions,17.663,3.851,0.8739,4.745,1290,Information Technology,Semiconductors,North America,United States,2018
Bank of India,2.588,6.92,-0.2192,97.332,1292,Financials,Major Banks,Asia,India,2018
OMRON,11.726,7.759,0.5699,7.005,1293,Information Technology,Electronics,Asia,Japan,2018
Joint Stock Commercial Bank for Foreign Trade of Vietnam,9.148,2.663,0.457,44.013,1294,Financials,Regional Banks,Asia,Vietnam,2018
Turkish Airlines,5.226,11.699,0.475,18.507,1294,Industrials,Airline,Europe,Turkey,2018
AAC Technologies Holdings,18.945,3.137,0.7912,4.718,1296,Information Technology,Electronics,Asia,China,2018
Manpower,6.32,21.8,0.568,8.896,1297,Consumer Discretionary,Business & Personal Services,North America,United States,2018
Rural Electrification,3.498,3.632,0.9415,32.383,1298,Utilities,Electric Utilities,Asia,India,2018
Mirae Asset Daewoo,6.272,3.316,0.533,84.654,1299,Financials,Investment Services,Asia,South Korea,2018
Partners Group Holding,19.854,1.416,0.7644,3.009,1300,Financials,Investment Services,Europe,Switzerland,2018
Bank Of Guiyang,4.935,2.174,0.5501,73.164,1301,Financials,Regional Banks,Asia,China,2018
Osaka Gas,9.049,11.695,0.3404,17.915,1302,Utilities,Natural Gas Utilities,Asia,Japan,2018
Bank of Chongqing,2.299,3.249,0.5653,67.371,1303,Financials,Regional Banks,Asia,China,2018
