Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Year
Ferrari,13.589,3.435,0.4411,4.06,1550,,,Europe,Italy,2017
LG Uplus,5.696,9.87,0.4247,9.926,1550,Telecommunication Services,Telecommunications services,Asia,South Korea,2017
Ensco,2.784,2.776,0.8742,14.374,1552,Energy,Oil Services & Equipment,Europe,United Kingdom,2017
Assured Guaranty,4.804,1.396,0.881,14.218,1553,Financials,Diversified Insurance,North America,Bermuda,2017
Banco BPM SpA,4.318,3.176,-1.8603,123.839,1554,Financials,Regional Banks,Europe,Italy,2017
EFG International,1.748,1.07,0.3444,41.638,1554,Financials,Regional Banks,Europe,Switzerland,2017
Rajesh Exports,2.78,36.282,0.1728,3.476,1556,Consumer Staples,Household/Personal Care,Asia,India,2017
Wendel,5.822,9.163,-0.4488,17.204,1557,Financials,Investment Services,Europe,France,2017
Spirit AeroSystems,6.849,6.793,0.4694,5.405,1558,Industrials,Aerospace & Defense,North America,United States,2017
Terumo,13.148,4.633,0.359,9.12,1559,Health Care,Medical Equipment & Supplies,Asia,Japan,2017
Office Depot,2.461,12.323,0.38,5.54,1560,Consumer Discretionary,Specialty Stores,North America,United States,2017
Shizuoka Bank,5.079,1.903,0.2617,102.168,1561,Financials,Regional Banks,Asia,Japan,2017
Mercuries & Associates,0.56,6.068,0.0635,30.056,1562,Consumer Discretionary,Department Stores,Asia,Taiwan,2017
Bank Otkritie,4.051,4.865,0.2063,48.34,1563,Financials,Regional Banks,Asia,Russia,2017
Foshan Haitian Flavouring and Food Company,13.982,1.86,0.428,1.938,1563,Consumer Staples,Food Processing,Asia,China,2017
Staples,6.362,19.768,-1.384,8.271,1563,Consumer Discretionary,Specialty Stores,North America,United States,2017
Zhengzhou Yutong Bus,6.925,5.372,0.6087,5.058,1563,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,2017
Industrial Securities,7.504,1.302,0.4121,17.428,1567,Financials,Investment Services,Asia,China,2017
Pacific Exploration & Production,1.621,1.421,2.4558,2.742,1567,Energy,Oil & Gas Operations,North America,Canada,2017
Ihs Markit,17.162,2.735,0.1528,14.006,1569,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,2017
Bendigo & Adelaide Bank,4.223,2.243,0.3092,51.374,1570,Financials,Regional Banks,Australia,Australia,2017
US Foods,6.113,22.919,0.2099,8.944,1571,Consumer Staples,Food Retail,North America,United States,2017
CCR,11.516,2.868,0.4917,7.545,1572,Industrials,Other Transportation,South America,Brazil,2017
Church & Dwight,12.587,3.493,0.459,4.354,1572,Consumer Staples,Household/Personal Care,North America,United States,2017
Yamada Denki,4.8,14.361,0.305,10.483,1574,Information Technology,Computer & Electronics Retail,Asia,Japan,2017
BCV Group,5.863,1.2,0.3143,43.376,1575,Financials,Regional Banks,Europe,Switzerland,2017
Hankook Tire,5.874,5.707,0.7523,7.967,1575,Consumer Discretionary,Auto & Truck Parts,Asia,South Korea,2017
Martin Marietta Materials,13.964,3.819,0.4234,7.56,1575,Materials,Construction Materials,North America,United States,2017
Intelsat,0.504,2.188,0.9902,12.942,1578,Telecommunication Services,Telecommunications services,Europe,Luxembourg,2017
Royal Mail,5.145,13.395,0.3023,10.951,1579,Industrials,Air Courier,Europe,United Kingdom,2017
Orkla,9.062,4.496,0.5112,6.46,1580,Industrials,Conglomerates,Europe,Norway,2017
Saipem,4.491,11.035,-2.3086,15.067,1580,Energy,Oil & Gas Operations,Europe,Italy,2017
Aeroflot-Russian Airlines,3.183,7.402,0.5589,4.928,1582,Industrials,Airline,Asia,Russia,2017
Westlake Chemical,8.662,5.071,0.3971,10.89,1582,Materials,Diversified Chemicals,North America,United States,2017
Canadian Utilities,7.861,2.565,0.468,14.005,1584,Utilities,Electric Utilities,North America,Canada,2017
Suzuken,3.223,20.124,0.2442,10.606,1584,Health Care,Pharmaceuticals,Asia,Japan,2017
Concho Resources,19.147,1.635,-1.4624,12.471,1586,Energy,Oil & Gas Operations,North America,United States,2017
Hero Motocorp,10.003,4.334,0.4725,1.915,1587,Consumer Discretionary,Recreational Products,Asia,India,2017
Pembina Pipeline,13.039,3.219,0.3517,11.198,1587,Energy,Oil & Gas Operations,North America,Canada,2017
Union National Bank,3.446,1.352,0.4093,28.293,1589,Financials,Regional Banks,Asia,United Arab Emirates,2017
Gunma Bank,2.251,1.261,0.2761,68.244,1590,Financials,Regional Banks,Asia,Japan,2017
Novozymes,12.197,2.101,0.4532,2.761,1591,Health Care,Biotechs,Europe,Denmark,2017
Avis Budget Group,2.349,8.659,0.163,17.789,1592,Financials,Rental & Leasing,North America,United States,2017
Sumitomo Metal Mining,7.66,6.985,-0.4036,13.867,1593,Materials,Diversified Metals & Mining,Asia,Japan,2017
China International Marine,6.013,7.603,0.0771,17.931,1594,Industrials,Heavy Equipment,Asia,China,2017
ONO Pharmaceutical,12.283,2.178,0.4442,5.002,1594,Health Care,Pharmaceuticals,Asia,Japan,2017
Maxis,10.838,2.079,0.4859,4.379,1596,Telecommunication Services,Telecommunications services,Asia,Malaysia,2017
B3,12.798,0.666,0.415,9.701,1597,Financials,Investment Services,South America,Brazil,2017
CNO Financial Group,3.635,4.025,0.3582,31.975,1598,Financials,Life & Health Insurance,North America,United States,2017
Piraeus Bank,1.632,3.377,-0.0392,85.963,1599,Financials,Regional Banks,Europe,Greece,2017
World Fuel Services,2.483,26.919,0.1273,5.413,1600,Consumer Discretionary,Specialty Stores,North America,United States,2017
CJ Cheiljedang,4.013,12.552,0.2378,13.129,1601,Consumer Staples,Food Processing,Asia,South Korea,2017
Tiffany & Co.,11.643,4.002,0.4461,5.098,1602,Consumer Discretionary,Specialty Stores,North America,United States,2017
XPO Logistics,5.271,14.619,0.0633,11.698,1603,Industrials,Trucking,North America,United States,2017
BBVA Banco Continental,6.167,1.779,0.3965,23.456,1604,Financials,Regional Banks,South America,Peru,2017
Tech Data,3.433,26.235,0.1951,7.932,1604,Information Technology,Electronics,North America,United States,2017
National Bank of Greece,2.438,3.062,0.2522,82.831,1606,Financials,Regional Banks,Europe,Greece,2017
EasyJet,5.134,6.626,0.606,7.151,1607,Industrials,Airline,Europe,United Kingdom,2017
HRG Group,3.892,5.151,0.0372,35.663,1608,Consumer Staples,Household/Personal Care,North America,United States,2017
Kyushu Financial Group,2.766,1.547,0.1249,82.58,1608,Financials,Regional Banks,Asia,Japan,2017
Boliden,8.529,4.709,0.4949,5.989,1610,Materials,Diversified Metals & Mining,Europe,Sweden,2017
NVR,7.699,5.823,0.4253,2.644,1610,Industrials,Construction Services,North America,United States,2017
Alliant Energy,9.039,3.32,0.3817,13.971,1612,Utilities,Electric Utilities,North America,United States,2017
Nishi-nippon Financial Holdings,1.735,1.311,0.2233,81.426,1613,Financials,Regional Banks,Asia,Japan,2017
Fortune Brands Home & Security,9.496,4.985,0.4079,5.128,1614,Materials,Construction Materials,North America,United States,2017
NetApp,11.055,5.412,0.311,9.055,1615,Information Technology,Computer Storage Devices,North America,United States,2017
Snap-on,9.529,3.727,0.5464,4.723,1616,Consumer Staples,Household/Personal Care,North America,United States,2017
Bank of Qingdao,3.73,1.613,0.3156,40.001,1617,Financials,Regional Banks,Asia,China,2017
Far East Horizon,3.61,2.145,0.434,23.967,1617,Consumer Discretionary,Business & Personal Services,Asia,Hong Kong,2017
Garmin,9.977,3.019,0.5108,4.525,1619,Consumer Discretionary,Consumer Electronics,Europe,Switzerland,2017
People's United Financial,6.128,1.456,0.2801,40.908,1619,Financials,Thrifts & Mortgage Finance,North America,United States,2017
North Pacific Bank,1.448,1.021,0.174,77.056,1621,Financials,Regional Banks,Asia,Japan,2017
Grasim Industries,7.673,5.311,0.4614,9.083,1622,Materials,Construction Materials,Asia,India,2017
Banco Comercial Portugues,2.896,3.108,0.0265,75.167,1623,Financials,Regional Banks,Europe,Portugal,2017
Moscovskiy Oblastnoi Bank,0.363,2.561,1.7024,4.54,1624,Financials,Regional Banks,Asia,Russia,2017
Rexel,5.288,14.56,0.1525,11.469,1624,Information Technology,Electronics,Europe,France,2017
Axis Capital Holdings,5.696,4.022,0.5121,18.479,1626,Financials,Diversified Insurance,North America,Bermuda,2017
Bank of Kyoto,2.716,0.947,0.156,75.049,1626,Financials,Regional Banks,Asia,Japan,2017
Hachijuni Bank,2.726,1.838,0.2523,73.988,1628,Financials,Regional Banks,Asia,Japan,2017
Guangdong Investment,9.385,1.348,0.5426,6.724,1629,Utilities,Diversified Utilities,Asia,Hong Kong,2017
Chugoku Bank,2.746,1.188,0.2186,73.27,1630,Financials,Regional Banks,Asia,Japan,2017
77 Bank,1.565,0.9,0.088,72.492,1631,Financials,Regional Banks,Asia,Japan,2017
STRABAG,3.849,13.971,0.2246,11.518,1631,Industrials,Construction Services,Europe,Austria,2017
SBI Holdings,2.862,2.478,0.3589,29.813,1633,Financials,Investment Services,Asia,Japan,2017
Vietin Bank,2.958,2.676,0.3043,41.663,1633,Financials,Regional Banks,Asia,Vietnam,2017
GPT Group,7.008,0.549,0.8569,8.557,1635,Financials,Real Estate,Australia,Australia,2017
Shandong Gold Mining,9.723,7.529,0.1946,4.08,1635,Materials,Diversified Metals & Mining,Asia,China,2017
Jabil Circuit,5.235,18.292,0.152,10.015,1637,Information Technology,Electronics,North America,United States,2017
Sears Holdings,1.215,22.138,-2.221,9.428,1638,Consumer Discretionary,Discount Stores,North America,United States,2017
Smiths Group,8.007,4.256,0.5758,5.775,1639,Industrials,Conglomerates,Europe,United Kingdom,2017
Eurobank Ergasias,1.358,2.225,0.2544,70.028,1640,Financials,Regional Banks,Europe,Greece,2017
Tsinghua Tongfang,6.462,4.208,0.8865,8.854,1641,Information Technology,Computer Services,Asia,China,2017
BPER Banca,2.338,2.707,0.0158,68.513,1642,Financials,Regional Banks,Europe,Italy,2017
China Jinmao,3.516,4.198,0.3819,24.006,1643,Financials,Consumer Financial Services,Asia,Hong Kong,2017
Vertex Pharmaceuticals,28.789,1.702,-0.1121,2.897,1644,Health Care,Biotechs,North America,United States,2017
Dixons Carphone,4.475,14.228,0.3023,9.413,1645,Consumer Discretionary,Specialty Stores,Europe,United Kingdom,2017
Incyte,28.557,1.106,0.1042,1.639,1645,Health Care,Biotechs,North America,United States,2017
President Chain Store,8.759,6.674,0.305,2.951,1647,Consumer Staples,Food Retail,Asia,Taiwan,2017
New Residential Investment,5.222,1.242,0.5045,18.384,1648,Financials,Investment Services,North America,United States,2017
Deutsche Pfandbriefbank,1.675,2.157,0.2179,66.058,1649,Financials,Regional Banks,Europe,Germany,2017
MAp,11.573,1.014,0.4205,8.925,1650,Industrials,Other Transportation,Australia,Australia,2017
BorgWarner,8.095,9.07,0.1185,8.835,1651,Consumer Discretionary,Auto & Truck Parts,North America,United States,2017
Chimera Investment,3.79,0.942,0.5519,16.685,1652,Financials,Real Estate,North America,United States,2017
ProSiebenSat1 Media,9.916,4.202,0.4447,7.065,1653,Consumer Discretionary,Broadcasting & Cable,Europe,Germany,2017
Shanghai Lujianzi,9.587,1.886,0.3953,11.526,1653,Financials,Real Estate,Asia,China,2017
Tosoh,5.635,6.4,0.564,6.491,1655,Materials,Diversified Chemicals,Asia,Japan,2017
Dana Holding,2.611,5.826,0.64,4.86,1656,Consumer Discretionary,Auto & Truck Parts,North America,United States,2017
Joint Stock Commercial Bank for Foreign Trade of Vietnam,5.843,2.087,0.3052,34.601,1656,Financials,Regional Banks,Asia,Vietnam,2017
SL Green Realty,10.823,1.703,0.2611,15.858,1656,Financials,Real Estate,North America,United States,2017
Beijing Shougang,6.287,6.251,0.0604,18.304,1659,Utilities,Diversified Utilities,Asia,China,2017
Sysmex,12.859,2.285,0.3784,2.302,1659,Health Care,Medical Equipment & Supplies,Asia,Japan,2017
Want Want China,9.051,2.967,0.5299,3.915,1661,Consumer Staples,Food Processing,Asia,China,2017
WellCare Health Plans,6.333,14.237,0.2414,6.217,1662,Health Care,Managed Health Care,North America,United States,2017
Catcher Technology,7.572,2.453,0.6828,5.579,1663,Materials,Aluminum,Asia,Taiwan,2017
Central Bank of India,3.035,4.255,-0.1674,46.386,1664,Financials,Regional Banks,Asia,India,2017
Iyo Bank,2.084,0.987,0.1941,59.62,1664,Financials,Regional Banks,Asia,Japan,2017
Mettler-Toledo International,12.51,2.508,0.3844,2.167,1666,Industrials,Conglomerates,North America,United States,2017
New Hope Liuhe,4.956,9.068,0.3902,5.567,1667,Consumer Staples,Food Processing,Asia,China,2017
Wistron,2.336,19.218,0.0428,9.395,1667,Information Technology,Computer Hardware,Asia,Taiwan,2017
American Equity Investment,2.086,2.079,0.0832,58.292,1669,Financials,Life & Health Insurance,North America,United States,2017
Cnpc Capital,25.681,0.083,-0.0395,0.289,1670,Industrials,Heavy Equipment,Asia,China,2017
Michael Kors Holdings,6.1,4.628,0.7563,2.771,1671,Consumer Discretionary,Apparel/Footwear Retail,Europe,United Kingdom,2017
Ternium,5.137,6,0.5957,8.254,1671,Materials,Iron & Steel,Europe,Luxembourg,2017
Israel Discount Bank,2.794,2.371,0.2358,57.085,1673,Financials,Regional Banks,Asia,Israel,2017
Signet Jewelers,4.745,6.408,0.5432,6.598,1673,Consumer Discretionary,Specialty Stores,North America,Bermuda,2017
Empire,4.096,18.445,-0.6178,6.7,1675,Consumer Staples,Food Retail,North America,Canada,2017
PacWest Bancorp,6.324,1.133,0.3482,21.986,1676,Financials,Regional Banks,North America,United States,2017
Techtronic Industries,7.619,5.48,0.4089,5.12,1676,Consumer Staples,Household/Personal Care,Asia,Hong Kong,2017
Tokyu Fudosan,3.326,7.082,0.2454,18.346,1676,Financials,Real Estate,Asia,Japan,2017
Hengan International Group,9.211,2.902,0.5012,4.913,1679,Consumer Staples,Household/Personal Care,Asia,China,2017
Moody's,21.639,3.604,0.2666,5.327,1679,Consumer Discretionary,Business & Personal Services,North America,United States,2017
Juroku Bank,1.171,1.02,0.1032,54.712,1681,Financials,Regional Banks,Asia,Japan,2017
AU Optronics,3.819,10.204,0.2424,13.335,1682,Information Technology,Electronics,Asia,Taiwan,2017
Commercial Bank For Investment & Development Of Vietnam,2.58,3.293,0.2754,44.207,1682,Financials,Regional Banks,Asia,Vietnam,2017
Shaw Communications,10.115,3.805,0.3569,11.447,1684,Consumer Discretionary,Broadcasting & Cable,North America,Canada,2017
Haseko,3.125,7.054,0.4765,4.955,1685,Industrials,Construction Services,Asia,Japan,2017
Bureau Veritas Registre International de Classific,9.38,5.032,0.3533,6.429,1686,Consumer Discretionary,Business & Personal Services,Europe,France,2017
DSME,1.08,10.979,-2.2886,12.444,1687,Industrials,Heavy Equipment,Asia,South Korea,2017
CST Brands,3.654,11.117,0.324,4.36,1688,Consumer Discretionary,Specialty Stores,North America,United States,2017
Molina Healthcare,2.65,17.782,0.052,7.449,1688,Health Care,Managed Health Care,North America,United States,2017
Brilliance China Automotive Holdings,8.432,0.771,0.5543,4.467,1690,Consumer Discretionary,Auto & Truck Parts,Asia,Hong Kong,2017
Toho Bank,0.912,0.665,0.0744,53.286,1690,Financials,Regional Banks,Asia,Japan,2017
Cattolica Assicurazioni,1.386,5.521,0.0841,24.832,1692,Financials,Diversified Insurance,Europe,Italy,2017
EQT,10.92,1.814,-0.453,15.473,1692,Energy,Oil & Gas Operations,North America,United States,2017
Snap,24.413,0.404,-0.5146,1.723,1694,Information Technology,Software & Programming,North America,United States,2017
Tongyang Life Insurance,0.945,6.028,0.0103,22.114,1695,Financials,Life & Health Insurance,Asia,South Korea,2017
Samsung Heavy Industries,3.386,8.976,-0.1045,14.255,1696,Industrials,Heavy Equipment,Asia,South Korea,2017
SinoPac Financial,3.288,1.471,0.2568,52.094,1696,Financials,Regional Banks,Asia,Taiwan,2017
INTL FCStone,0.681,17.428,0.0511,6.291,1698,Financials,Regional Banks,North America,United States,2017
Commercial International Bank,4.999,2.234,0.5968,14.757,1699,Financials,Regional Banks,Africa,Egypt,2017
Cybg,3.096,1.809,-0.281,51.868,1700,Financials,Regional Banks,Europe,United Kingdom,2017
Orient,3.041,1.991,0.2702,44.813,1700,Financials,Consumer Financial Services,Asia,Japan,2017
Wynn Resorts,11.907,4.466,0.242,11.954,1702,Consumer Discretionary,Casinos & Gaming,North America,United States,2017
Hopson Development Holdings,2.122,2.121,0.4984,17.153,1703,Financials,Real Estate,Asia,Hong Kong,2017
JTEKT,5.265,12.112,0.295,9.669,1704,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,2017
Nippon Paint,11.556,5.769,0.2503,7.099,1704,Materials,Diversified Chemicals,Asia,Japan,2017
Calpine,3.801,6.625,0.092,19.317,1706,Utilities,Electric Utilities,North America,United States,2017
BayWa,1.14,17.043,0.0344,6.829,1707,Consumer Discretionary,Specialty Stores,Europe,Germany,2017
Migdal Insurance,1.025,4.541,0.053,34.846,1707,Financials,Diversified Insurance,Asia,Israel,2017
Changjiang Securities,8.071,0.894,0.3321,15.41,1709,Energy,Oil & Gas Operations,Asia,China,2017
Aareal Bank,2.206,1.342,0.2201,51.096,1710,Financials,Thrifts & Mortgage Finance,Europe,Germany,2017
Kansas City Southern,9.308,2.363,0.4781,8.998,1710,Industrials,Railroads,North America,United States,2017
Dufry,8.012,7.947,0.0025,9.76,1712,Consumer Discretionary,Specialty Stores,Europe,Switzerland,2017
Interconexion Electrica,4.508,3.976,0.7,12.83,1712,Utilities,Electric Utilities,South America,Colombia,2017
San-In Godo Bank,1.208,0.83,0.14,50.833,1712,Financials,Regional Banks,Asia,Japan,2017
Nanto Bank,0.967,0.71,0.1295,50.746,1715,Financials,Regional Banks,Asia,Japan,2017
Li & Fung,3.607,16.76,0.2231,7.693,1716,Industrials,Trading Companies,Asia,Hong Kong,2017
Lupin,9.918,2.533,0.4441,3.639,1716,Health Care,Pharmaceuticals,Asia,India,2017
Encana,11.3,3.191,-0.9486,14.653,1718,Energy,Oil & Gas Operations,North America,Canada,2017
City Developments,6.705,2.829,0.4731,13.703,1719,Financials,Real Estate,Asia,Singapore,2017
WPG Holdings,2.17,16.648,0.1647,5.554,1719,Information Technology,Electronics,Asia,Taiwan,2017
KWG Property Holding,2.264,1.34,0.5202,15.935,1721,Financials,Consumer Financial Services,Asia,Hong Kong,2017
Huntsman,5.914,9.657,0.326,9.189,1722,Materials,Diversified Chemicals,North America,United States,2017
Sino Land,5.203,2.164,0.4389,19.324,1722,Financials,Real Estate,Asia,Hong Kong,2017
Bohai Financial Investment Holding,6.428,3.07,0.2715,29.315,1724,Financials,Rental & Leasing,Asia,China,2017
Tokyo TY Financial Group,0.853,0.731,0.2498,48.949,1725,Financials,Regional Banks,Asia,Japan,2017
Nippon Steel Trading,1.27,16.431,0.1689,5.764,1726,Materials,Diversified Metals & Mining,Asia,Japan,2017
Bank of Greece,0.24,1.935,1.2084,,1727,Financials,Major Banks,Europe,Greece,2017
Performance Food Group,2.411,16.38,0.0737,3.633,1728,Consumer Staples,Food Retail,North America,United States,2017
Ogaki Kyoritsu Bank,1.166,0.914,0.1194,48.493,1729,Financials,Regional Banks,Asia,Japan,2017
Hyakugo Bank,0.994,0.61,0.0777,48.188,1730,Financials,Regional Banks,Asia,Japan,2017
Daishi Bank,1.275,0.656,0.1047,47.964,1731,Financials,Regional Banks,Asia,Japan,2017
Senshu Ikeda Holdings,1.149,0.899,0.1154,47.883,1732,Financials,Regional Banks,Asia,Japan,2017
Supervalu,0.996,16.01,0.103,4.474,1733,Consumer Staples,Food Retail,North America,United States,2017
Nasdaq,11.542,3.704,0.109,14.15,1734,Financials,Investment Services,North America,United States,2017
CPFL Energia,8.399,5.426,0.2584,12.957,1735,Utilities,Electric Utilities,South America,Brazil,2017
Severn Trent,7.019,2.551,0.5335,11.213,1735,Utilities,Diversified Utilities,Europe,United Kingdom,2017
PBF Energy,2.274,15.92,0.1708,7.622,1737,Energy,Oil & Gas Operations,North America,United States,2017
Crown Resorts,6.454,2.591,0.8199,6.466,1738,Consumer Discretionary,Casinos & Gaming,Australia,Australia,2017
Mirae Asset Daewoo,5.124,1.28,0.0339,47.407,1738,Financials,Investment Services,Asia,South Korea,2017
SK Networks,1.742,15.909,-0.0704,7.247,1740,Industrials,Trading Companies,Asia,South Korea,2017
Shiga Bank,1.335,0.647,0.1329,47.158,1740,Financials,Regional Banks,Asia,Japan,2017
Banco de Chile,4.484,3.825,0.1309,47.117,1742,Financials,Regional Banks,South America,Chile,2017
Showa Shell Sekiyu,3.779,15.885,0.1557,8.369,1743,Energy,Oil & Gas Operations,Asia,Japan,2017
Turkcell,7.054,4.724,0.5081,8.983,1744,Telecommunication Services,Telecommunications services,Europe,Turkey,2017
Syndicate Bank,0.985,3.927,-0.2317,46.711,1745,Financials,Regional Banks,Asia,India,2017
Affiliated Managers Group,9.102,2.214,0.4713,8.749,1746,Financials,Investment Services,North America,United States,2017
Vipshop Holdings,6.75,8.359,0.3,3.614,1746,Consumer Discretionary,Apparel/Footwear Retail,Asia,China,2017
Isetan Mitsukoshi Holdings,4.21,11.497,0.2025,11.222,1748,Consumer Discretionary,Department Stores,Asia,Japan,2017
Taiwan Business Bank,1.643,0.934,0.1611,46.502,1749,Financials,Regional Banks,Asia,Taiwan,2017
CalAtlantic Group,4.281,6.477,0.4835,8.709,1750,Industrials,Construction Services,North America,United States,2017
Waste Connections,15.403,3.321,0.1981,11.193,1751,Industrials,Environmental & Waste,North America,Canada,2017
Nürnberger,0.837,4.616,0.0642,30.675,1752,Financials,Diversified Insurance,Europe,Germany,2017
KION Group,7.094,6.18,0.2716,12.454,1753,Industrials,Heavy Equipment,Europe,Germany,2017
International Flavors & Fragrances,10.444,3.116,0.4037,4.017,1754,Consumer Staples,Household/Personal Care,North America,United States,2017
China National Materials,1.273,7.544,0.0882,15.554,1755,Industrials,Other Industrial Equipment,Asia,China,2017
Prada,11.427,3.911,0.3647,5.147,1755,Consumer Discretionary,Apparel/Accessories,Europe,Italy,2017
Indorama Ventures,4.905,7.217,0.4293,7.309,1757,Materials,Specialized Chemicals,Asia,Thailand,2017
Korea Zinc,6.543,5.04,0.5106,5.367,1758,Materials,Diversified Metals & Mining,Asia,South Korea,2017
Nomura Research Institute,8.987,3.832,0.4695,5.273,1759,Information Technology,Computer Services,Asia,Japan,2017
Tingyi Holding,7.617,8.372,0.1769,8.137,1760,Consumer Staples,Food Processing,Asia,China,2017
Tenneco,3.188,8.6,0.363,4.342,1761,Consumer Discretionary,Auto & Truck Parts,North America,United States,2017
Cullen/Frost Bankers,5.678,1.137,0.3031,30.196,1762,Financials,Regional Banks,North America,United States,2017
First Pacific,3.284,6.779,0.1033,17.215,1762,Financials,Investment Services,Asia,Hong Kong,2017
Logan Property Holdings,3.112,3.078,0.671,12.447,1764,Financials,Real Estate,Asia,China,2017
DGB Financial Group,1.692,2.483,0.248,44.337,1765,Financials,Regional Banks,Asia,South Korea,2017
Shanghai Fosun Pharmaceutical (group),9.822,2.178,0.4231,6.298,1766,Health Care,Pharmaceuticals,Asia,China,2017
Central Puerto,20.23,0.36,0.1197,0.811,1767,Utilities,Electric Utilities,South America,Argentina,2017
Xishui Strong Year Ltd. Inner Mongolia,2.399,3.821,-0.0286,44.194,1768,Materials,Construction Materials,Asia,China,2017
China Mengniu Dairy,7.709,8.1,-0.1131,7.069,1769,Consumer Staples,Food Processing,Asia,Hong Kong,2017
Securitas,5.775,10.297,0.3086,5.328,1770,Consumer Discretionary,Business & Personal Services,Europe,Sweden,2017
AmBank Group,3.296,1.704,0.3063,28.802,1771,Financials,Regional Banks,Asia,Malaysia,2017
Ningbo Port,10.769,2.406,0.3777,8.367,1771,Industrials,Other Transportation,Asia,China,2017
Penn Virginia,0.732,0.132,1.0493,0.292,1771,Energy,Oil & Gas Operations,North America,United States,2017
Chongqing New Century Cruise,19.971,0.267,0.1201,1.226,1774,Consumer Discretionary,Hotels & Motels,Asia,China,2017
Jacobs Engineering,6.6,10.668,0.2238,7.11,1775,Industrials,Construction Services,North America,United States,2017
Red Star Macalline Group,4.053,1.415,0.6091,13.215,1775,Financials,Real Estate,Asia,China,2017
Virgin Money Holdings,1.667,1.373,0.189,43.316,1777,Financials,Regional Banks,Europe,United Kingdom,2017
Mattel,8.535,5.457,0.3176,6.494,1778,Consumer Discretionary,Recreational Products,North America,United States,2017
Credit Saison,3.266,3.149,0.3445,23.836,1779,Financials,Consumer Financial Services,Asia,Japan,2017
Mirvac Group,6.317,1.891,0.7942,8.643,1779,Financials,Real Estate,Australia,Australia,2017
Hyakujushi Bank,0.961,0.728,0.0832,42.934,1781,Financials,Regional Banks,Asia,Japan,2017
GameStop,2.192,8.608,0.3532,4.976,1782,Consumer Discretionary,Specialty Stores,North America,United States,2017
Asian Paints,16.142,2.25,0.2807,1.721,1783,Materials,Specialized Chemicals,Asia,India,2017
Frasers Centrepoint,3.698,2.736,0.4502,17.05,1783,Financials,Investment Services,Asia,Singapore,2017
Xiamen Xiangyu,1.924,14.569,0.0763,5.216,1785,Industrials,Other Transportation,Asia,China,2017
Credito Emiliano,2.232,1.645,0.146,41.735,1786,Financials,Regional Banks,Europe,Italy,2017
Remgro,8.379,1.902,0.4943,8.54,1786,Industrials,Conglomerates,Africa,South Africa,2017
Core-Mark Holding Company,1.429,14.529,0.0542,1.497,1788,Industrials,Trading Companies,North America,United States,2017
Kiyo Bank,1.008,0.665,0.11,41.707,1788,Financials,Regional Banks,Asia,Japan,2017
SYNNEX,4.17,14.457,0.2477,5.108,1790,Information Technology,Computer Services,North America,United States,2017
Shenzhou International Group Holdings,9.075,2.271,0.4437,3.139,1790,Consumer Discretionary,Apparel/Accessories,Asia,China,2017
Damac Properties,4.744,1.948,1.0059,6.705,1792,Financials,Real Estate,Asia,United Arab Emirates,2017
Aboitiz Equity Ventures,8.381,2.45,0.4873,8.118,1793,Industrials,Conglomerates,Asia,Philippines,2017
HD Supply Holdings,8.077,7.44,0.202,5.96,1793,Consumer Discretionary,Home Improvement Retail,North America,United States,2017
RioCan Real Estate Investment Trust,6.4,0.885,0.627,10.569,1795,Financials,Investment Services,North America,Canada,2017
Emera,7.429,3.179,0.1925,21.79,1796,Utilities,Electric Utilities,North America,Canada,2017
Grupo Zuliano,0.072,,0.9989,1.521,1796,Materials,Diversified Chemicals,South America,Venezuela,2017
InterContinental Hotels,9.649,1.716,0.4146,2.927,1798,Consumer Discretionary,Hotels & Motels,Europe,United Kingdom,2017
Impulsora del Desarrollo y el Empleo en America Latina SAB Class B,4.929,0.847,0.9967,5.299,1799,Industrials,Construction Services,North America,Mexico,2017
Accor,12.081,1.773,0.2522,12.513,1800,Consumer Discretionary,Hotels & Motels,Europe,France,2017
Liberbank,1.148,1.247,0.1427,40.423,1800,Financials,Regional Banks,Europe,Spain,2017
Bandai Namco Holdings,6.477,5.609,0.4276,4.16,1802,Consumer Discretionary,Recreational Products,Asia,Japan,2017
Zenith Bank,1.479,2.061,0.499,15.048,1802,Financials,Regional Banks,Africa,Nigeria,2017
Fullshare Holdings,8.582,0.645,0.4681,6.949,1804,Industrials,Construction Services,Asia,Hong Kong,2017
Hologic,11.94,2.872,0.3324,7.338,1804,Health Care,Medical Equipment & Supplies,North America,United States,2017
Keiyo Bank,1.116,0.627,0.1254,40.023,1804,Financials,Regional Banks,Asia,Japan,2017
Banque Centrale Populaire,4.701,2.42,0.2695,34.751,1807,Financials,Regional Banks,Africa,Morocco,2017
Owens Corning,6.794,5.677,0.393,7.741,1807,Materials,Construction Materials,North America,United States,2017
Autodesk,18.726,2.022,-0.5845,4.798,1809,Information Technology,Software & Programming,North America,United States,2017
Yonghui Superstores,7.977,7.377,0.1869,4.236,1810,Consumer Staples,Food Retail,Asia,China,2017
Banca Popolare di Sondrio,1.548,1.289,0.1091,39.233,1811,Financials,Regional Banks,Europe,Italy,2017
VeriSign,8.929,1.142,0.4406,2.335,1811,Information Technology,Software & Programming,North America,United States,2017
