Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales
Starwood Hotels,Consumer Discretionary,Hotels & Motels,North America,United States,15.4,6.1,0.6,8.8,1103,http://www.forbes.com/companies/starwood-hotels/,0.0681818181818182,0.0983606557377049
Gjensidige Forsikring,Financials,Property & Casualty Insurance,Europe,Norway,10.2,3.8,0.6,17.8,1104,http://www.forbes.com/companies/gjensidige-forsikring/,0.0337078651685393,0.157894736842105
MOL Hungarian Oil,Energy,Oil & Gas Operations,Europe,Hungary,5.6,24.2,0.1,21.5,1105,http://www.forbes.com/companies/mol-hungarian-oil/,0.00465116279069767,0.00413223140495868
Coach,Consumer Discretionary,Apparel/Accessories,North America,United States,13.8,5,1,3.5,1106,http://www.forbes.com/companies/coach/,0.285714285714286,0.2
London Stock Exchange,Financials,Investment Services,Europe,United Kingdom,9,1.4,0.3,913.6,1107,http://www.forbes.com/companies/london-stock-exchange/,0.000328371278458844,0.214285714285714
Uniqa,Financials,Diversified Insurance,Europe,Austria,4.1,8.5,0.4,40,1108,http://www.forbes.com/companies/uniqa/,0.01,0.0470588235294118
New York Community,Financials,Thrifts & Mortgage Finance,North America,United States,7.1,1.9,0.5,46.9,1109,http://www.forbes.com/companies/new-york-community/,0.0106609808102345,0.263157894736842
Campbell Soup,Consumer Staples,Food Processing,North America,United States,14,8.3,0.5,8.1,1110,http://www.forbes.com/companies/campbell-soup/,0.0617283950617284,0.0602409638554217
Keyence,Information Technology,Electronics,Asia,Japan,25.5,2.6,0.8,7.8,1111,http://www.forbes.com/companies/keyence/,0.102564102564103,0.307692307692308
Santos,Energy,Oil & Gas Operations,Australia,Australia,12.1,3.5,0.5,18.4,1111,http://www.forbes.com/companies/santos/,0.0271739130434783,0.142857142857143
Dollar Tree,Consumer Discretionary,Discount Stores,North America,United States,10.8,7.8,0.6,2.8,1113,http://www.forbes.com/companies/dollar-tree/,0.214285714285714,0.0769230769230769
Taishin Financial Holdings,Financials,Investment Services,Asia,Taiwan,3.6,2.5,0.6,95.9,1114,http://www.forbes.com/companies/taishin-financial-holdings/,0.00625651720542231,0.24
Sharp,Consumer Discretionary,Consumer Electronics,Asia,Japan,5.1,29.2,-1.1,22.9,1115,http://www.forbes.com/companies/sharp/,-0.0480349344978166,-0.0376712328767123
Bank of Nanjing,Financials,Regional Banks,Asia,China,3.7,3.3,0.7,69.6,1116,http://www.forbes.com/companies/bank-of-nanjing/,0.0100574712643678,0.212121212121212
Delta Lloyd,Financials,Diversified Insurance,Europe,Netherlands,5.5,8.2,0.2,104.7,1117,http://www.forbes.com/companies/delta-lloyd/,0.00191021967526266,0.024390243902439
Industrivarden,Financials,Investment Services,Europe,Sweden,8,1.8,1.9,12.4,1118,http://www.forbes.com/companies/industrivarden/,0.153225806451613,1.05555555555556
SMC Corp,Industrials,Other Industrial Equipment,Asia,Japan,18.2,3.9,0.9,9,1119,http://www.forbes.com/companies/smc-corp/,0.1,0.230769230769231
Südzucker,Consumer Staples,Food Processing,Europe,Germany,5.7,10.4,0.6,12.5,1120,http://www.forbes.com/companies/sudzucker/,0.048,0.0576923076923077
AmBank Group,Financials,Regional Banks,Asia,Malaysia,6.6,2.6,0.5,40,1121,http://www.forbes.com/companies/ambank-group/,0.0125,0.192307692307692
Western Union,Consumer Discretionary,Business & Personal Services,North America,United States,9.2,5.5,0.8,10.2,1122,http://www.forbes.com/companies/western-union/,0.0784313725490196,0.145454545454545
Suning Appliance,Consumer Discretionary,Specialty Stores,Asia,China,8.6,17.1,0.2,13.6,1123,http://www.forbes.com/companies/suning-appliance/,0.0147058823529412,0.0116959064327485
Turk Telekom,Telecommunication Services,Telecommunications services,Europe,Turkey,9.9,6.9,0.7,8.5,1124,http://www.forbes.com/companies/turk-telekom/,0.0823529411764706,0.101449275362319
First Republic Bank,Financials,Regional Banks,North America,United States,7.3,1.6,0.5,42.2,1125,http://www.forbes.com/companies/first-republic-bank/,0.0118483412322275,0.3125
Fiserv,Information Technology,Software & Programming,North America,United States,14.6,4.8,0.7,9.7,1126,http://www.forbes.com/companies/fiserv/,0.0721649484536083,0.145833333333333
Doosan,Industrials,Construction Services,Asia,South Korea,2.7,20,0.1,29.5,1127,http://www.forbes.com/companies/doosan/,0.00338983050847458,0.005
Mediobanca,Financials,Regional Banks,Europe,Italy,9.8,4.4,0,103.7,1127,http://www.forbes.com/companies/mediobanca/,0,0
Vedanta Resources,Materials,Diversified Metals & Mining,Europe,United Kingdom,4,13.7,-0.2,43.8,1129,http://www.forbes.com/companies/vedanta-resources/,-0.0045662100456621,-0.0145985401459854
Osaka Gas,Utilities,Natural Gas Utilities,Asia,Japan,7.8,14.9,0.2,16,1129,http://www.forbes.com/companies/osaka-gas/,0.0125,0.0134228187919463
EasyJet,Industrials,Airline,Europe,United Kingdom,11.7,6.6,0.6,7.2,1131,http://www.forbes.com/companies/easyjet/,0.0833333333333333,0.0909090909090909
Asahi Glass,Materials,Construction Materials,Asia,Japan,6.7,13.5,0.2,20.8,1131,http://www.forbes.com/companies/asahi-glass/,0.00961538461538462,0.0148148148148148
BYD,Consumer Discretionary,Auto & Truck Manufacturers,Asia,China,17.2,8.4,0.1,12.9,1133,http://www.forbes.com/companies/byd/,0.00775193798449612,0.0119047619047619
PartnerRe,Financials,Diversified Insurance,North America,Bermuda,5.2,5.8,0.7,23,1134,http://www.forbes.com/companies/partnerre/,0.0304347826086956,0.120689655172414
Wisconsin Energy,Utilities,Electric Utilities,North America,United States,10.5,4.5,0.6,14.8,1134,http://www.forbes.com/companies/wisconsin-energy/,0.0405405405405405,0.133333333333333
Fairfax Financial,Financials,Property & Casualty Insurance,North America,Canada,9.8,5.8,-0.6,36,1136,http://www.forbes.com/companies/fairfax-financial/,-0.0166666666666667,-0.103448275862069
Kinnevik,Financials,Investment Services,Europe,Sweden,10.2,0.2,1.3,10.5,1137,http://www.forbes.com/companies/kinnevik/,0.123809523809524,6.5
Dongbu Insurance,Financials,Property & Casualty Insurance,Asia,South Korea,3.7,11.1,0.3,28.3,1138,http://www.forbes.com/companies/dongbu-insurance/,0.0106007067137809,0.027027027027027
Colruyt,Consumer Staples,Food Retail,Europe,Belgium,8.9,11.1,0.5,4.9,1139,http://www.forbes.com/companies/colruyt/,0.102040816326531,0.045045045045045
Noble,Energy,Oil Services & Equipment,Europe,Switzerland,8.1,4.2,0.8,16.2,1140,http://www.forbes.com/companies/noble/,0.0493827160493827,0.19047619047619
BCI-Banco Credito,Financials,Regional Banks,South America,Chile,6.1,3.2,0.6,38.5,1141,http://www.forbes.com/companies/bci-banco-credito/,0.0155844155844156,0.1875
Molson Coors Brewing,Consumer Staples,Beverages,North America,United States,10.8,4.2,0.6,15.6,1142,http://www.forbes.com/companies/molson-coors-brewing/,0.0384615384615385,0.142857142857143
Bank Leumi,Financials,Major Banks,Asia,Israel,5.8,4.6,0.4,103.6,1143,http://www.forbes.com/companies/bank-leumi/,0.00386100386100386,0.0869565217391304
Eurazeo,Financials,Investment Services,Europe,France,5.8,5.7,0.7,16.9,1144,http://www.forbes.com/companies/eurazeo/,0.0414201183431953,0.12280701754386
Hong Kong Exchanges,Financials,Investment Services,Asia,Hong Kong,17.9,1,0.6,11.1,1144,http://www.forbes.com/companies/hong-kong-exchanges/,0.0540540540540541,0.6
Sears Holdings,Consumer Discretionary,Department Stores,North America,United States,5.2,36.2,-1.4,18.3,1146,http://www.forbes.com/companies/sears-holdings/,-0.0765027322404371,-0.0386740331491713
Alliance Data Systems,Consumer Discretionary,Business & Personal Services,North America,United States,14.5,4.3,0.5,13.2,1147,http://www.forbes.com/companies/alliance-data-systems/,0.0378787878787879,0.116279069767442
El Puerto de Liverpool,Consumer Discretionary,Department Stores,North America,Mexico,14.3,5.8,0.6,7.4,1147,http://www.forbes.com/companies/el-puerto-de-liverpool/,0.0810810810810811,0.103448275862069
Arch Capital Group,Financials,Property & Casualty Insurance,North America,Bermuda,7.7,3.5,0.7,19.6,1149,http://www.forbes.com/companies/arch-capital-group/,0.0357142857142857,0.2
FMC Technologies,Energy,Oil Services & Equipment,North America,United States,12.5,7.1,0.5,6.6,1150,http://www.forbes.com/companies/fmc-technologies/,0.0757575757575758,0.0704225352112676
Verbund,Utilities,Electric Utilities,Europe,Austria,7.2,4.3,0.8,17.6,1151,http://www.forbes.com/companies/verbund/,0.0454545454545455,0.186046511627907
Kintetsu,Industrials,Railroads,Asia,Japan,6.7,11.9,0.3,18.7,1151,http://www.forbes.com/companies/kintetsu/,0.0160427807486631,0.0252100840336134
HCL Technologies,Information Technology,Software & Programming,Asia,India,16.6,4.7,0.7,4.2,1153,http://www.forbes.com/companies/hcl-technologies/,0.166666666666667,0.148936170212766
Experian,Consumer Discretionary,Business & Personal Services,Europe,Ireland,18,4.8,0.7,8.2,1154,http://www.forbes.com/companies/experian/,0.0853658536585366,0.145833333333333
E-mart,Consumer Discretionary,Discount Stores,Asia,South Korea,6.3,11.9,0.4,12.4,1155,http://www.forbes.com/companies/e-mart/,0.032258064516129,0.0336134453781513
W&W-Wüstenrot,Financials,Investment Services,Europe,Germany,2.3,9,0.2,100.1,1156,http://www.forbes.com/companies/ww-wustenrot/,0.001998001998002,0.0222222222222222
Sabesp,Utilities,Diversified Utilities,South America,Brazil,6.5,5.3,1,12.8,1157,http://www.forbes.com/companies/sabesp/,0.078125,0.188679245283019
Red Eléctrica,Utilities,Electric Utilities,Europe,Spain,11,2.3,0.7,13,1158,http://www.forbes.com/companies/red-electrica/,0.0538461538461538,0.304347826086957
Intuit,Information Technology,Software & Programming,North America,United States,22.4,4.2,0.7,4.7,1158,http://www.forbes.com/companies/intuit/,0.148936170212766,0.166666666666667
Goldcorp,Materials,Diversified Metals & Mining,North America,Canada,19.9,3.8,-2.7,29.6,1160,http://www.forbes.com/companies/goldcorp/,-0.0912162162162162,-0.710526315789474
Dai Nippon Printing,Consumer Discretionary,Printing & Publishing,Asia,Japan,6.1,14.7,0.3,14.7,1160,http://www.forbes.com/companies/dai-nippon-printing/,0.0204081632653061,0.0204081632653061
Quinenco,Industrials,Conglomerates,South America,Chile,3.5,8.6,0.3,56.7,1162,http://www.forbes.com/companies/quinenco/,0.00529100529100529,0.0348837209302326
Mitsubishi UFJ Lease,Financials,Rental & Leasing,Asia,Japan,4.3,7.2,0.4,41.3,1163,http://www.forbes.com/companies/mitsubishi-ufj-lease/,0.00968523002421308,0.0555555555555556
Saputo,Consumer Staples,Food Processing,North America,Canada,9.8,8.5,0.5,5.2,1164,http://www.forbes.com/companies/saputo/,0.0961538461538461,0.0588235294117647
Delta Electronics,Information Technology,Electronics,Asia,Taiwan,14.9,5.8,0.5,6.3,1165,http://www.forbes.com/companies/delta-electronics/,0.0793650793650794,0.0862068965517241
CPFL Energia,Utilities,Electric Utilities,South America,Brazil,7.8,7.2,0.4,13.2,1166,http://www.forbes.com/companies/cpfl-energia/,0.0303030303030303,0.0555555555555556
Chiba Bank,Financials,Major Banks,Asia,Japan,5.2,2.2,0.5,112.3,1167,http://www.forbes.com/companies/chiba-bank/,0.00445235975066785,0.227272727272727
Global Logistic Properties,Financials,Real Estate,Asia,Singapore,9.9,0.6,0.7,13.5,1168,http://www.forbes.com/companies/global-logistic-properties/,0.0518518518518519,1.16666666666667
Advanced Semiconductor,Information Technology,Semiconductors,Asia,Taiwan,8.6,7.4,0.5,9.6,1169,http://www.forbes.com/companies/advanced-semiconductor/,0.0520833333333333,0.0675675675675676
Enka,Industrials,Construction Services,Europe,Turkey,9.6,6.5,0.7,8.5,1170,http://www.forbes.com/companies/enka/,0.0823529411764706,0.107692307692308
Henry Schein,Health Care,Medical Equipment & Supplies,North America,United States,10.2,9.6,0.4,5.6,1171,http://www.forbes.com/companies/henry-schein/,0.0714285714285714,0.0416666666666667
Lear,Consumer Discretionary,Auto & Truck Parts,North America,United States,7.1,16.2,0.4,8.3,1172,http://www.forbes.com/companies/lear/,0.0481927710843373,0.0246913580246914
Hyundai Glovis,Industrials,Other Transportation,Asia,South Korea,8.6,11.7,0.4,4.8,1173,http://www.forbes.com/companies/hyundai-glovis/,0.0833333333333333,0.0341880341880342
Amadeus IT Holdings,Information Technology,Software & Programming,Europe,Spain,18.9,4.1,0.7,7.5,1173,http://www.forbes.com/companies/amadeus-it-holdings/,0.0933333333333333,0.170731707317073
Hang Lung Group,Financials,Real Estate,Asia,Hong Kong,6.8,1.3,0.6,25.7,1175,http://www.forbes.com/companies/hang-lung-group/,0.0233463035019455,0.461538461538462
Autoliv,Consumer Discretionary,Auto & Truck Parts,Europe,Sweden,9.5,8.8,0.5,7,1176,http://www.forbes.com/companies/autoliv/,0.0714285714285714,0.0568181818181818
Inner Mongolia Yili,Consumer Staples,Food Processing,Asia,China,12.1,7.3,0.5,5.2,1176,http://www.forbes.com/companies/inner-mongolia-yili/,0.0961538461538461,0.0684931506849315
Zoomlion Heavy Industry,Industrials,Heavy Equipment,Asia,China,6.1,6.2,0.6,14.8,1176,http://www.forbes.com/companies/zoomlion-heavy-industry/,0.0405405405405405,0.0967741935483871
Braskem,Materials,Specialized Chemicals,South America,Brazil,5.3,19,0.2,20.5,1179,http://www.forbes.com/companies/braskem/,0.00975609756097561,0.0105263157894737
Doosan Heavy Industries,Industrials,Heavy Equipment,Asia,South Korea,3.5,17.5,0.1,26.3,1180,http://www.forbes.com/companies/doosan-heavy-industries/,0.00380228136882129,0.00571428571428571
Metalurgica Gerdau,Materials,Iron & Steel,South America,Brazil,2.9,18.5,0.2,24.8,1181,http://www.forbes.com/companies/metalurgica-gerdau/,0.00806451612903226,0.0108108108108108
Alrosa,Materials,Diversified Metals & Mining,Asia,Russia,7.8,5,1,10.4,1182,http://www.forbes.com/companies/alrosa/,0.0961538461538461,0.2
Ameren,Utilities,Electric Utilities,North America,United States,9.9,5.8,0.3,21,1182,http://www.forbes.com/companies/ameren/,0.0142857142857143,0.0517241379310345
Sojitz,Industrials,Trading Companies,Asia,Japan,2.1,24.3,0.2,21.2,1182,http://www.forbes.com/companies/sojitz/,0.00943396226415094,0.00823045267489712
Caltex Australia,Energy,Oil & Gas Operations,Australia,Australia,5.4,23.5,0.5,5.4,1185,http://www.forbes.com/companies/caltex-australia/,0.0925925925925926,0.0212765957446809
Fidelity National Financial,Financials,Property & Casualty Insurance,North America,United States,8.9,8.6,0.4,10.5,1186,http://www.forbes.com/companies/fidelity-national-financial/,0.0380952380952381,0.0465116279069768
Nidec,Industrials,Electrical Equipment,Asia,Japan,18,8.5,0.2,10.8,1187,http://www.forbes.com/companies/nidec/,0.0185185185185185,0.0235294117647059
Hebei Iron & Steel,Materials,Iron & Steel,Asia,China,3.3,17.4,0,26.1,1187,http://www.forbes.com/companies/hebei-iron-steel/,0,0
American Financial Group,Financials,Diversified Insurance,North America,United States,5.2,5,0.5,40.9,1189,http://www.forbes.com/companies/american-financial-group/,0.0122249388753056,0.1
Encana,Energy,Oil & Gas Operations,North America,Canada,15.8,5.7,0.2,17.6,1189,http://www.forbes.com/companies/encana/,0.0113636363636364,0.0350877192982456
Top Frontier Investment Holdings,,,Asia,Philippines,0.7,16.7,0,26.9,1191,http://www.forbes.com/companies/top-frontier-investment-holdings/,0,0
WR Berkley,Financials,Property & Casualty Insurance,North America,United States,5.3,6.4,0.5,20.6,1192,http://www.forbes.com/companies/wr-berkley/,0.0242718446601942,0.078125
Moody's,Consumer Discretionary,Business & Personal Services,North America,United States,17.3,3,0.8,4.4,1193,http://www.forbes.com/companies/moodys/,0.181818181818182,0.266666666666667
Espirito Santo Financial,Financials,Regional Banks,Europe,Luxembourg,1.3,7.8,-0.1,113.6,1194,http://www.forbes.com/companies/espirito-santo-financial/,-0.000880281690140845,-0.0128205128205128
Jacobs Engineering,Industrials,Construction Services,North America,United States,8.4,12.1,0.4,8.4,1195,http://www.forbes.com/companies/jacobs-engineering/,0.0476190476190476,0.0330578512396694
Beijing Enterprises,Utilities,Natural Gas Utilities,Asia,Hong Kong,11.4,4.9,0.5,12.5,1196,http://www.forbes.com/companies/beijing-enterprises/,0.04,0.102040816326531
China Taiping Insurance,Financials,Diversified Insurance,Asia,Hong Kong,4.4,11.9,0.2,40.3,1197,http://www.forbes.com/companies/china-taiping-insurance/,0.00496277915632754,0.0168067226890756
ATOS,Information Technology,Computer Services,Europe,France,8.9,11.4,0.3,9.7,1198,http://www.forbes.com/companies/atos/,0.0309278350515464,0.0263157894736842
Flextronics International,Information Technology,Electronics,Asia,Singapore,5.6,24.7,0.3,12.8,1199,http://www.forbes.com/companies/flextronics-international/,0.0234375,0.0121457489878543
Want Want China,Consumer Staples,Food Processing,Asia,China,20.3,3.8,0.7,4.3,1200,http://www.forbes.com/companies/want-want-china/,0.162790697674419,0.184210526315789
Yamaha Motor,Consumer Discretionary,Recreational Products,Asia,Japan,5.4,14.4,0.5,10.9,1201,http://www.forbes.com/companies/yamaha-motor/,0.0458715596330275,0.0347222222222222
Julius Baer Group,Financials,Investment Services,Europe,Switzerland,9.6,2.7,0.2,81.5,1202,http://www.forbes.com/companies/julius-baer-group/,0.00245398773006135,0.0740740740740741
S-Oil,Energy,Oil & Gas Operations,Asia,South Korea,6.6,28.5,0.3,11.4,1203,http://www.forbes.com/companies/s-oil/,0.0263157894736842,0.0105263157894737
Direct Line Insurance,Financials,Diversified Insurance,Europe,United Kingdom,6,6.1,0.5,17.8,1204,http://www.forbes.com/companies/direct-line-insurance/,0.0280898876404494,0.0819672131147541
